year,home_team,month,day,attend,day_of_week,opponent,temp,skies,day_night,cap,shirt,fireworks,bobblehead
2012,Arizona Diamondbacks,JUN,5,22322,Tuesday,Colorado Rockies,98,Clear,Night,NO,NO,NO,NO
2012,Arizona Diamondbacks,JUN,6,23069,Wednesday,Colorado Rockies,98,Clear,Night,NO,NO,NO,NO
2012,Arizona Diamondbacks,JUN,8,25787,Friday,Oakland Athletics,101,Clear,Night,NO,NO,YES,NO
2012,Arizona Diamondbacks,JUN,9,28061,Saturday,Oakland Athletics,102,Clear,Night,NO,NO,NO,NO
2012,Arizona Diamondbacks,JUN,10,28112,Sunday,Oakland Athletics,76,Dome,Day,NO,NO,NO,NO
2012,Arizona Diamondbacks,JUN,18,24284,Monday,Seattle Mariners,82,Dome,Night,NO,NO,NO,NO
2012,Arizona Diamondbacks,JUN,19,21568,Tuesday,Seattle Mariners,81,Dome,Night,NO,NO,NO,NO
2012,Arizona Diamondbacks,JUN,20,29630,Wednesday,Seattle Mariners,77,Dome,Day,NO,NO,NO,NO
2012,Arizona Diamondbacks,JUN,22,34654,Friday,Chicago Cubs,81,Dome,Night,NO,NO,YES,NO
2012,Arizona Diamondbacks,JUN,23,38542,Saturday,Chicago Cubs,79,Dome,Night,NO,NO,NO,YES
2012,Arizona Diamondbacks,JUN,24,33448,Sunday,Chicago Cubs,76,Dome,Day,NO,NO,NO,NO
2012,Arizona Diamondbacks,JUL,2,19633,Monday,San Diego Padres,82,Dome,Night,NO,NO,NO,NO
2012,Arizona Diamondbacks,JUL,3,21329,Tuesday,San Diego Padres,80,Dome,Night,NO,NO,NO,NO
2012,Arizona Diamondbacks,JUL,4,48819,Wednesday,San Diego Padres,74,Dome,Night,NO,YES,YES,NO
2012,Arizona Diamondbacks,JUL,5,23002,Thursday,Los Angeles Dodgers,78,Dome,Night,NO,NO,NO,NO
2012,Arizona Diamondbacks,JUL,6,24891,Friday,Los Angeles Dodgers,79,Dome,Night,NO,NO,NO,NO
2012,Arizona Diamondbacks,JUL,7,36903,Saturday,Los Angeles Dodgers,79,Dome,Night,NO,NO,NO,NO
2012,Arizona Diamondbacks,JUL,8,30523,Sunday,Los Angeles Dodgers,76,Dome,Day,NO,NO,NO,NO
2012,Arizona Diamondbacks,JUL,20,23567,Friday,Houston Astros,80,Dome,Night,NO,NO,YES,NO
2012,Arizona Diamondbacks,JUL,21,35665,Saturday,Houston Astros,79,Dome,Night,YES,NO,NO,NO
2012,Arizona Diamondbacks,JUL,22,20951,Sunday,Houston Astros,77,Dome,Day,NO,NO,NO,NO
2012,Arizona Diamondbacks,JUL,23,20056,Monday,Colorado Rockies,79,Dome,Night,NO,NO,NO,NO
2012,Arizona Diamondbacks,JUL,24,20432,Tuesday,Colorado Rockies,79,Dome,Night,NO,NO,NO,NO
2012,Arizona Diamondbacks,JUL,25,23385,Wednesday,Colorado Rockies,79,Dome,Night,NO,NO,NO,NO
2012,Arizona Diamondbacks,JUL,26,22010,Thursday,New York Mets,79,Dome,Night,NO,NO,NO,NO
2012,Arizona Diamondbacks,JUL,27,23150,Friday,New York Mets,79,Dome,Night,NO,NO,YES,NO
2012,Arizona Diamondbacks,JUL,28,33759,Saturday,New York Mets,78,Dome,Night,NO,NO,NO,YES
2012,Arizona Diamondbacks,JUL,29,32134,Sunday,New York Mets,76,Dome,Day,NO,NO,NO,NO
2012,Arizona Diamondbacks,AUG,10,29362,Friday,Washington Nationals,82,Dome,Night,NO,NO,YES,NO
2012,Arizona Diamondbacks,AUG,11,34030,Saturday,Washington Nationals,79,Dome,Night,NO,NO,NO,YES
2012,Arizona Diamondbacks,AUG,12,27345,Sunday,Washington Nationals,77,Dome,Day,NO,NO,NO,NO
2012,Arizona Diamondbacks,AUG,20,17707,Monday,Miami Marlins,81,Dome,Night,NO,NO,NO,NO
2012,Arizona Diamondbacks,AUG,21,17434,Tuesday,Miami Marlins,79,Dome,Night,NO,NO,NO,NO
2012,Arizona Diamondbacks,AUG,22,17239,Wednesday,Miami Marlins,77,Dome,Day,NO,NO,NO,NO
2012,Arizona Diamondbacks,AUG,22,20027,Wednesday,Miami Marlins,74,Dome,Night,NO,NO,NO,NO
2012,Arizona Diamondbacks,AUG,24,32726,Friday,San Diego Padres,78,Dome,Night,NO,NO,NO,NO
2012,Arizona Diamondbacks,AUG,25,27619,Saturday,San Diego Padres,77,Dome,Night,NO,NO,NO,NO
2012,Arizona Diamondbacks,AUG,26,28172,Sunday,San Diego Padres,75,Dome,Day,NO,NO,NO,NO
2012,Arizona Diamondbacks,AUG,27,17966,Monday,Cincinnati Reds,77,Dome,Night,NO,NO,NO,NO
2012,Arizona Diamondbacks,AUG,28,20550,Tuesday,Cincinnati Reds,78,Dome,Night,NO,NO,NO,NO
2012,Arizona Diamondbacks,AUG,29,18451,Wednesday,Cincinnati Reds,76,Dome,Day,NO,NO,NO,NO
2012,Arizona Diamondbacks,SEP,11,23966,Tuesday,Los Angeles Dodgers,74,Dome,Night,NO,NO,NO,NO
2012,Arizona Diamondbacks,SEP,12,25048,Wednesday,Los Angeles Dodgers,75,Dome,Night,NO,NO,NO,NO
2012,Arizona Diamondbacks,SEP,14,31856,Friday,San Francisco Giants,93,Clear,Night,NO,NO,YES,NO
2012,Arizona Diamondbacks,SEP,15,39169,Saturday,San Francisco Giants,75,Dome,Night,NO,NO,NO,YES
2012,Arizona Diamondbacks,SEP,16,29051,Sunday,San Francisco Giants,72,Dome,Day,NO,NO,NO,NO
2012,Arizona Diamondbacks,SEP,18,20811,Tuesday,San Diego Padres,99,Clear,Night,NO,NO,NO,NO
2012,Arizona Diamondbacks,SEP,19,21013,Wednesday,San Diego Padres,104,Clear,Night,NO,NO,NO,NO
2012,Arizona Diamondbacks,SEP,20,17821,Thursday,San Diego Padres,73,Dome,Day,NO,NO,NO,NO
2012,Arizona Diamondbacks,SEP,28,28463,Friday,Chicago Cubs,98,Clear,Night,NO,NO,NO,NO
2012,Arizona Diamondbacks,SEP,29,29084,Saturday,Chicago Cubs,75,Dome,Night,NO,NO,NO,NO
2012,Arizona Diamondbacks,SEP,30,35535,Sunday,Chicago Cubs,73,Dome,Day,NO,YES,NO,NO
2012,Arizona Diamondbacks,OCT,1,24123,Monday,Colorado Rockies,99,Clear,Night,NO,NO,NO,NO
2012,Arizona Diamondbacks,OCT,2,22466,Tuesday,Colorado Rockies,100,Clear,Night,NO,NO,NO,NO
2012,Arizona Diamondbacks,OCT,3,24344,Wednesday,Colorado Rockies,74,Dome,Night,NO,NO,NO,NO
2012,Atlanta Braves,APR,13,50635,Friday,Milwaukee Brewers,69,Cloudy,Night,NO,NO,YES,NO
2012,Atlanta Braves,APR,14,37408,Saturday,Milwaukee Brewers,75,Clear,Night,NO,NO,NO,NO
2012,Atlanta Braves,APR,15,30831,Sunday,Milwaukee Brewers,75,Cloudy,Day,NO,NO,NO,NO
2012,Atlanta Braves,APR,16,16161,Monday,New York Mets,71,Cloudy,Night,NO,NO,NO,NO
2012,Atlanta Braves,APR,17,18732,Tuesday,New York Mets,68,Cloudy,Night,NO,NO,NO,NO
2012,Atlanta Braves,APR,18,17909,Wednesday,New York Mets,62,Rainy,Day,NO,NO,NO,NO
2012,Atlanta Braves,APR,27,36215,Friday,Pittsburgh Pirates,75,Cloudy,Night,NO,NO,YES,NO
2012,Atlanta Braves,APR,28,34086,Saturday,Pittsburgh Pirates,81,Clear,Night,NO,NO,NO,NO
2012,Atlanta Braves,APR,29,30419,Sunday,Pittsburgh Pirates,81,Clear,Day,NO,NO,NO,NO
2012,Atlanta Braves,APR,30,17181,Monday,Pittsburgh Pirates,84,Cloudy,Night,NO,NO,NO,NO
2012,Atlanta Braves,MAY,1,21640,Tuesday,Philadelphia Phillies,84,Cloudy,Night,NO,NO,NO,NO
2012,Atlanta Braves,MAY,2,26504,Wednesday,Philadelphia Phillies,87,Cloudy,Night,NO,NO,NO,NO
2012,Atlanta Braves,MAY,3,24015,Thursday,Philadelphia Phillies,81,Cloudy,Day,NO,NO,NO,NO
2012,Atlanta Braves,MAY,14,19697,Monday,Cincinnati Reds,79,Cloudy,Night,NO,NO,NO,NO
2012,Atlanta Braves,MAY,15,21530,Tuesday,Cincinnati Reds,76,Cloudy,Night,NO,NO,NO,NO
2012,Atlanta Braves,MAY,16,21106,Wednesday,Miami Marlins,79,Cloudy,Night,NO,NO,NO,NO
2012,Atlanta Braves,MAY,17,27724,Thursday,Miami Marlins,81,Cloudy,Night,NO,NO,NO,NO
2012,Atlanta Braves,MAY,25,37663,Friday,Washington Nationals,88,Cloudy,Night,NO,NO,YES,NO
2012,Atlanta Braves,MAY,26,42698,Saturday,Washington Nationals,90,Cloudy,Day,NO,NO,NO,NO
2012,Atlanta Braves,MAY,27,38543,Sunday,Washington Nationals,85,Clear,Night,NO,NO,NO,NO
2012,Atlanta Braves,MAY,28,42426,Monday,St. Louis Cardinals,82,Cloudy,Day,NO,NO,NO,NO
2012,Atlanta Braves,MAY,29,26218,Tuesday,St. Louis Cardinals,82,Cloudy,Night,NO,NO,NO,NO
2012,Atlanta Braves,MAY,30,28474,Wednesday,St. Louis Cardinals,89,Cloudy,Night,NO,NO,NO,NO
2012,Atlanta Braves,JUN,8,42488,Friday,Toronto Blue Jays,84,Cloudy,Night,NO,NO,YES,NO
2012,Atlanta Braves,JUN,9,32819,Saturday,Toronto Blue Jays,86,Cloudy,Day,NO,NO,NO,YES
2012,Atlanta Braves,JUN,10,20222,Sunday,Toronto Blue Jays,71,Cloudy,Day,NO,NO,NO,NO
2012,Atlanta Braves,JUN,11,42669,Monday,New York Yankees,79,Cloudy,Night,YES,NO,NO,NO
2012,Atlanta Braves,JUN,12,41452,Tuesday,New York Yankees,84,Cloudy,Night,NO,NO,NO,NO
2012,Atlanta Braves,JUN,13,48938,Wednesday,New York Yankees,83,Cloudy,Night,NO,NO,NO,YES
2012,Atlanta Braves,JUN,15,30384,Friday,Baltimore Orioles,82,Cloudy,Night,NO,NO,YES,NO
2012,Atlanta Braves,JUN,16,41131,Saturday,Baltimore Orioles,80,Cloudy,Night,NO,NO,NO,NO
2012,Atlanta Braves,JUN,17,29530,Sunday,Baltimore Orioles,82,Clear,Day,NO,NO,NO,NO
2012,Atlanta Braves,JUN,26,23513,Tuesday,Arizona Diamondbacks,88,Clear,Night,NO,NO,NO,NO
2012,Atlanta Braves,JUN,27,20039,Wednesday,Arizona Diamondbacks,89,Clear,Night,NO,NO,NO,NO
2012,Atlanta Braves,JUN,28,21913,Thursday,Arizona Diamondbacks,97,Clear,Night,NO,NO,NO,NO
2012,Atlanta Braves,JUN,29,32299,Friday,Washington Nationals,101,Clear,Night,NO,NO,YES,NO
2012,Atlanta Braves,JUN,30,26491,Saturday,Washington Nationals,104,Clear,Day,NO,NO,NO,NO
2012,Atlanta Braves,JUL,1,18796,Sunday,Washington Nationals,101,Cloudy,Day,NO,NO,NO,NO
2012,Atlanta Braves,JUL,2,22292,Monday,Chicago Cubs,91,Cloudy,Night,NO,NO,NO,NO
2012,Atlanta Braves,JUL,3,27834,Tuesday,Chicago Cubs,72,Cloudy,Night,NO,NO,YES,NO
2012,Atlanta Braves,JUL,4,40604,Wednesday,Chicago Cubs,82,Cloudy,Night,NO,NO,YES,NO
2012,Atlanta Braves,JUL,5,24408,Thursday,Chicago Cubs,96,Cloudy,Night,NO,NO,NO,NO
2012,Atlanta Braves,JUL,13,37020,Friday,New York Mets,73,Cloudy,Night,NO,NO,YES,NO
2012,Atlanta Braves,JUL,14,32565,Saturday,New York Mets,89,Cloudy,Day,NO,NO,NO,NO
2012,Atlanta Braves,JUL,15,23382,Sunday,New York Mets,87,Cloudy,Day,NO,NO,NO,NO
2012,Atlanta Braves,JUL,17,29623,Tuesday,San Francisco Giants,77,Cloudy,Night,NO,NO,NO,NO
2012,Atlanta Braves,JUL,18,29410,Wednesday,San Francisco Giants,76,Cloudy,Night,NO,NO,NO,NO
2012,Atlanta Braves,JUL,19,29635,Thursday,San Francisco Giants,84,Cloudy,Day,NO,NO,NO,NO
2012,Atlanta Braves,JUL,27,42239,Friday,Philadelphia Phillies,85,Cloudy,Night,NO,YES,YES,NO
2012,Atlanta Braves,JUL,28,39886,Saturday,Philadelphia Phillies,94,Clear,Night,NO,NO,NO,NO
2012,Atlanta Braves,JUL,29,23726,Sunday,Philadelphia Phillies,90,Clear,Day,NO,NO,NO,NO
2012,Atlanta Braves,JUL,30,22624,Monday,Miami Marlins,94,Clear,Night,NO,NO,NO,NO
2012,Atlanta Braves,JUL,31,21819,Tuesday,Miami Marlins,86,Cloudy,Night,NO,NO,YES,NO
2012,Atlanta Braves,AUG,1,18133,Wednesday,Miami Marlins,89,Cloudy,Night,NO,NO,NO,NO
2012,Atlanta Braves,AUG,2,19685,Thursday,Miami Marlins,87,Cloudy,Night,NO,NO,NO,NO
2012,Atlanta Braves,AUG,3,28300,Friday,Houston Astros,87,Cloudy,Night,NO,NO,YES,NO
2012,Atlanta Braves,AUG,4,30029,Saturday,Houston Astros,84,Cloudy,Night,NO,NO,NO,NO
2012,Atlanta Braves,AUG,5,23474,Sunday,Houston Astros,89,Cloudy,Day,NO,NO,NO,NO
2012,Atlanta Braves,AUG,13,18250,Monday,San Diego Padres,71,Cloudy,Night,NO,NO,NO,NO
2012,Atlanta Braves,AUG,14,16427,Tuesday,San Diego Padres,84,Cloudy,Night,NO,NO,NO,NO
2012,Atlanta Braves,AUG,15,16302,Wednesday,San Diego Padres,84,Cloudy,Night,NO,NO,NO,NO
2012,Atlanta Braves,AUG,16,33157,Thursday,San Diego Padres,87,Clear,Night,NO,NO,NO,YES
2012,Atlanta Braves,AUG,17,33093,Friday,Los Angeles Dodgers,82,Cloudy,Night,NO,NO,YES,NO
2012,Atlanta Braves,AUG,18,42219,Saturday,Los Angeles Dodgers,79,Cloudy,Night,NO,NO,NO,NO
2012,Atlanta Braves,AUG,19,26798,Sunday,Los Angeles Dodgers,77,Cloudy,Day,NO,NO,NO,NO
2012,Atlanta Braves,AUG,31,31203,Friday,Philadelphia Phillies,83,Cloudy,Night,NO,NO,YES,NO
2012,Atlanta Braves,SEP,1,44749,Saturday,Philadelphia Phillies,90,Cloudy,Day,NO,NO,NO,NO
2012,Atlanta Braves,SEP,2,36394,Sunday,Philadelphia Phillies,83,Cloudy,Day,NO,NO,NO,NO
2012,Atlanta Braves,SEP,3,24848,Monday,Colorado Rockies,83,Cloudy,Day,NO,NO,NO,NO
2012,Atlanta Braves,SEP,4,16686,Tuesday,Colorado Rockies,74,Cloudy,Night,NO,NO,NO,NO
2012,Atlanta Braves,SEP,5,16714,Wednesday,Colorado Rockies,81,Cloudy,Night,NO,NO,NO,NO
2012,Atlanta Braves,SEP,6,19313,Thursday,Colorado Rockies,77,Cloudy,Day,NO,NO,NO,NO
2012,Atlanta Braves,SEP,14,41797,Friday,Washington Nationals,79,Cloudy,Night,NO,NO,YES,NO
2012,Atlanta Braves,SEP,15,38763,Saturday,Washington Nationals,84,Cloudy,Day,NO,NO,NO,NO
2012,Atlanta Braves,SEP,16,29094,Sunday,Washington Nationals,79,Cloudy,Night,NO,NO,NO,NO
2012,Atlanta Braves,SEP,25,25632,Tuesday,Miami Marlins,79,Cloudy,Night,NO,NO,NO,NO
2012,Atlanta Braves,SEP,26,23420,Wednesday,Miami Marlins,82,Cloudy,Night,NO,NO,NO,NO
2012,Atlanta Braves,SEP,27,27270,Thursday,Miami Marlins,84,Cloudy,Night,NO,NO,NO,NO
2012,Atlanta Braves,SEP,28,51910,Friday,New York Mets,78,Cloudy,Night,NO,NO,YES,NO
2012,Atlanta Braves,SEP,29,48310,Saturday,New York Mets,75,Cloudy,Night,NO,NO,NO,NO
2012,Atlanta Braves,SEP,30,50635,Sunday,New York Mets,73,Cloudy,Day,NO,NO,NO,NO
2012,Chicago Cubs,APR,5,41176,Thursday,Washington Nationals,51,Cloudy,Day,NO,NO,NO,NO
2012,Chicago Cubs,APR,7,40102,Saturday,Washington Nationals,60,Clear,Day,NO,NO,NO,NO
2012,Chicago Cubs,APR,8,31973,Sunday,Washington Nationals,60,Clear,Day,NO,NO,NO,NO
2012,Chicago Cubs,APR,9,38136,Monday,Milwaukee Brewers,57,Cloudy,Night,YES,NO,NO,NO
2012,Chicago Cubs,APR,10,37265,Tuesday,Milwaukee Brewers,40,Cloudy,Night,NO,NO,NO,NO
2012,Chicago Cubs,APR,11,34044,Wednesday,Milwaukee Brewers,44,Clear,Day,NO,NO,NO,NO
2012,Chicago Cubs,APR,12,36311,Thursday,Milwaukee Brewers,57,Clear,Day,NO,NO,NO,NO
2012,Chicago Cubs,APR,20,37782,Friday,Cincinnati Reds,42,Cloudy,Day,NO,NO,NO,NO
2012,Chicago Cubs,APR,21,38405,Saturday,Cincinnati Reds,43,Cloudy,Day,NO,NO,NO,NO
2012,Chicago Cubs,APR,22,35801,Sunday,Cincinnati Reds,45,Cloudy,Day,NO,NO,NO,NO
2012,Chicago Cubs,APR,23,37794,Monday,St. Louis Cardinals,44,Clear,Night,NO,NO,NO,NO
2012,Chicago Cubs,APR,24,38894,Tuesday,St. Louis Cardinals,57,Cloudy,Night,NO,NO,NO,NO
2012,Chicago Cubs,APR,25,34894,Wednesday,St. Louis Cardinals,53,Cloudy,Day,NO,NO,NO,NO
2012,Chicago Cubs,MAY,4,37332,Friday,Los Angeles Dodgers,52,Cloudy,Day,NO,NO,NO,NO
2012,Chicago Cubs,MAY,5,39874,Saturday,Los Angeles Dodgers,49,Cloudy,Day,NO,NO,NO,NO
2012,Chicago Cubs,MAY,6,38125,Sunday,Los Angeles Dodgers,57,Cloudy,Day,NO,NO,NO,NO
2012,Chicago Cubs,MAY,7,36307,Monday,Atlanta Braves,56,Cloudy,Night,NO,NO,NO,NO
2012,Chicago Cubs,MAY,8,38523,Tuesday,Atlanta Braves,66,Cloudy,Night,NO,YES,NO,NO
2012,Chicago Cubs,MAY,9,31904,Wednesday,Atlanta Braves,52,Cloudy,Day,NO,NO,NO,YES
2012,Chicago Cubs,MAY,16,38678,Wednesday,Philadelphia Phillies,58,Cloudy,Night,NO,NO,NO,NO
2012,Chicago Cubs,MAY,17,37986,Thursday,Philadelphia Phillies,63,Cloudy,Night,NO,NO,NO,NO
2012,Chicago Cubs,MAY,18,34937,Friday,Chicago White Sox,76,Clear,Day,NO,NO,NO,NO
2012,Chicago Cubs,MAY,19,40228,Saturday,Chicago White Sox,81,Cloudy,Night,NO,NO,NO,NO
2012,Chicago Cubs,MAY,20,38374,Sunday,Chicago White Sox,91,Cloudy,Day,NO,NO,NO,NO
2012,Chicago Cubs,MAY,28,38452,Monday,San Diego Padres,90,Cloudy,Day,NO,NO,NO,NO
2012,Chicago Cubs,MAY,29,35219,Tuesday,San Diego Padres,80,Cloudy,Day,NO,NO,NO,YES
2012,Chicago Cubs,MAY,30,38516,Wednesday,San Diego Padres,59,Cloudy,Day,NO,NO,NO,NO
2012,Chicago Cubs,JUN,12,41164,Tuesday,Detroit Tigers,65,Clear,Night,YES,NO,NO,NO
2012,Chicago Cubs,JUN,13,41326,Wednesday,Detroit Tigers,64,Cloudy,Night,NO,NO,NO,NO
2012,Chicago Cubs,JUN,14,42292,Thursday,Detroit Tigers,79,Cloudy,Day,NO,YES,NO,NO
2012,Chicago Cubs,JUN,15,40073,Friday,Boston Red Sox,87,Cloudy,Day,NO,NO,NO,NO
2012,Chicago Cubs,JUN,16,40766,Saturday,Boston Red Sox,90,Cloudy,Night,NO,NO,NO,NO
2012,Chicago Cubs,JUN,17,38531,Sunday,Boston Red Sox,84,Cloudy,Night,NO,NO,NO,NO
2012,Chicago Cubs,JUN,25,34092,Monday,New York Mets,66,Clear,Night,NO,NO,NO,YES
2012,Chicago Cubs,JUN,26,34064,Tuesday,New York Mets,74,Clear,Night,NO,NO,NO,NO
2012,Chicago Cubs,JUN,27,35837,Wednesday,New York Mets,87,Clear,Day,NO,NO,NO,NO
2012,Chicago Cubs,JUN,29,32891,Friday,Houston Astros,75,Cloudy,Day,NO,NO,NO,NO
2012,Chicago Cubs,JUN,30,37906,Saturday,Houston Astros,93,Cloudy,Day,NO,NO,NO,NO
2012,Chicago Cubs,JUL,1,37389,Sunday,Houston Astros,79,Cloudy,Day,NO,NO,NO,NO
2012,Chicago Cubs,JUL,13,36878,Friday,Arizona Diamondbacks,81,Cloudy,Day,NO,NO,NO,NO
2012,Chicago Cubs,JUL,14,38068,Saturday,Arizona Diamondbacks,83,Clear,Day,YES,NO,NO,NO
2012,Chicago Cubs,JUL,15,36659,Sunday,Arizona Diamondbacks,84,Cloudy,Day,NO,NO,NO,NO
2012,Chicago Cubs,JUL,17,34397,Tuesday,Miami Marlins,94,Cloudy,Night,NO,NO,NO,NO
2012,Chicago Cubs,JUL,18,34934,Wednesday,Miami Marlins,78,Cloudy,Night,NO,NO,NO,NO
2012,Chicago Cubs,JUL,19,32741,Thursday,Miami Marlins,79,Cloudy,Day,NO,NO,NO,NO
2012,Chicago Cubs,JUL,27,40778,Friday,St. Louis Cardinals,77,Cloudy,Day,NO,NO,NO,NO
2012,Chicago Cubs,JUL,28,41276,Saturday,St. Louis Cardinals,76,Cloudy,Day,NO,YES,NO,NO
2012,Chicago Cubs,JUL,29,39534,Sunday,St. Louis Cardinals,80,Cloudy,Day,NO,NO,NO,NO
2012,Chicago Cubs,JUL,30,33337,Monday,Pittsburgh Pirates,89,Cloudy,Night,NO,NO,NO,NO
2012,Chicago Cubs,JUL,31,33158,Tuesday,Pittsburgh Pirates,75,Clear,Night,NO,NO,NO,NO
2012,Chicago Cubs,AUG,1,33014,Wednesday,Pittsburgh Pirates,79,Clear,Day,NO,NO,NO,NO
2012,Chicago Cubs,AUG,9,33397,Thursday,Cincinnati Reds,66,Rainy,Night,NO,NO,NO,NO
2012,Chicago Cubs,AUG,10,36891,Friday,Cincinnati Reds,70,Cloudy,Day,NO,NO,NO,NO
2012,Chicago Cubs,AUG,11,40602,Saturday,Cincinnati Reds,72,Clear,Day,NO,NO,NO,NO
2012,Chicago Cubs,AUG,12,35461,Sunday,Cincinnati Reds,75,Cloudy,Day,NO,NO,NO,NO
2012,Chicago Cubs,AUG,13,31452,Monday,Houston Astros,65,Cloudy,Night,NO,NO,NO,YES
2012,Chicago Cubs,AUG,14,33376,Tuesday,Houston Astros,75,Cloudy,Night,YES,NO,NO,NO
2012,Chicago Cubs,AUG,15,33714,Wednesday,Houston Astros,84,Cloudy,Day,NO,NO,NO,NO
2012,Chicago Cubs,AUG,24,31255,Friday,Colorado Rockies,91,Cloudy,Day,YES,NO,NO,NO
2012,Chicago Cubs,AUG,25,35296,Saturday,Colorado Rockies,90,Clear,Day,NO,NO,NO,NO
2012,Chicago Cubs,AUG,26,32346,Sunday,Colorado Rockies,73,Cloudy,Day,NO,NO,NO,NO
2012,Chicago Cubs,AUG,27,32541,Monday,Milwaukee Brewers,78,Clear,Night,YES,NO,NO,NO
2012,Chicago Cubs,AUG,28,30017,Tuesday,Milwaukee Brewers,72,Cloudy,Night,NO,NO,NO,NO
2012,Chicago Cubs,AUG,29,33271,Wednesday,Milwaukee Brewers,78,Clear,Night,NO,YES,NO,NO
2012,Chicago Cubs,AUG,30,28859,Thursday,Milwaukee Brewers,87,Clear,Day,NO,NO,NO,NO
2012,Chicago Cubs,AUG,31,32476,Friday,San Francisco Giants,91,Clear,Day,NO,NO,NO,NO
2012,Chicago Cubs,SEP,1,32477,Saturday,San Francisco Giants,73,Cloudy,Day,NO,NO,NO,NO
2012,Chicago Cubs,SEP,2,39760,Sunday,San Francisco Giants,75,Cloudy,Day,NO,NO,NO,NO
2012,Chicago Cubs,SEP,14,26946,Friday,Pittsburgh Pirates,72,Clear,Day,NO,NO,NO,NO
2012,Chicago Cubs,SEP,15,32774,Saturday,Pittsburgh Pirates,71,Cloudy,Day,NO,NO,NO,NO
2012,Chicago Cubs,SEP,16,33559,Sunday,Pittsburgh Pirates,79,Cloudy,Day,NO,NO,NO,NO
2012,Chicago Cubs,SEP,17,33017,Monday,Pittsburgh Pirates,59,Cloudy,Night,NO,NO,NO,NO
2012,Chicago Cubs,SEP,18,32547,Tuesday,Cincinnati Reds,58,Cloudy,Night,NO,NO,NO,NO
2012,Chicago Cubs,SEP,19,31001,Wednesday,Cincinnati Reds,69,Cloudy,Night,NO,NO,NO,NO
2012,Chicago Cubs,SEP,20,25891,Thursday,Cincinnati Reds,68,Cloudy,Day,NO,NO,NO,NO
2012,Chicago Cubs,SEP,21,29100,Friday,St. Louis Cardinals,59,Rainy,Day,NO,YES,NO,NO
2012,Chicago Cubs,SEP,22,40298,Saturday,St. Louis Cardinals,50,Cloudy,Day,NO,NO,NO,NO
2012,Chicago Cubs,SEP,23,33354,Sunday,St. Louis Cardinals,57,Cloudy,Day,NO,NO,NO,NO
2012,Chicago Cubs,OCT,1,32167,Monday,Houston Astros,61,Cloudy,Night,NO,NO,NO,NO
2012,Chicago Cubs,OCT,2,33168,Tuesday,Houston Astros,61,Clear,Night,NO,NO,NO,NO
2012,Chicago Cubs,OCT,3,27606,Wednesday,Houston Astros,67,Cloudy,Day,NO,NO,NO,NO
2012,Cincinnati Reds,APR,5,42956,Thursday,Miami Marlins,60,Cloudy,Day,NO,NO,NO,NO
2012,Cincinnati Reds,APR,7,41662,Saturday,Miami Marlins,67,Clear,Night,NO,NO,YES,NO
2012,Cincinnati Reds,APR,8,23539,Sunday,Miami Marlins,61,Clear,Day,NO,NO,NO,NO
2012,Cincinnati Reds,APR,9,16909,Monday,St. Louis Cardinals,64,Clear,Night,NO,NO,NO,NO
2012,Cincinnati Reds,APR,10,17110,Tuesday,St. Louis Cardinals,51,Cloudy,Night,NO,NO,NO,NO
2012,Cincinnati Reds,APR,11,20672,Wednesday,St. Louis Cardinals,46,Cloudy,Day,NO,NO,NO,NO
2012,Cincinnati Reds,APR,24,19051,Tuesday,San Francisco Giants,63,Cloudy,Night,NO,NO,NO,NO
2012,Cincinnati Reds,APR,25,17115,Wednesday,San Francisco Giants,67,Cloudy,Night,NO,NO,NO,NO
2012,Cincinnati Reds,APR,26,17317,Thursday,San Francisco Giants,69,Cloudy,Day,NO,NO,NO,NO
2012,Cincinnati Reds,APR,27,29486,Friday,Houston Astros,61,Cloudy,Night,NO,NO,NO,NO
2012,Cincinnati Reds,APR,28,32971,Saturday,Houston Astros,51,Cloudy,Day,NO,NO,NO,NO
2012,Cincinnati Reds,APR,29,31086,Sunday,Houston Astros,57,Cloudy,Day,NO,NO,NO,NO
2012,Cincinnati Reds,MAY,2,16868,Wednesday,Chicago Cubs,87,Clear,Night,NO,NO,NO,NO
2012,Cincinnati Reds,MAY,3,23288,Thursday,Chicago Cubs,83,Cloudy,Day,NO,NO,NO,NO
2012,Cincinnati Reds,MAY,11,37255,Friday,Washington Nationals,72,Clear,Night,NO,NO,YES,NO
2012,Cincinnati Reds,MAY,12,42294,Saturday,Washington Nationals,72,Cloudy,Night,NO,NO,NO,YES
2012,Cincinnati Reds,MAY,13,28361,Sunday,Washington Nationals,62,Cloudy,Day,NO,NO,NO,NO
2012,Cincinnati Reds,MAY,21,17606,Monday,Atlanta Braves,74,Cloudy,Night,NO,NO,NO,NO
2012,Cincinnati Reds,MAY,22,26438,Tuesday,Atlanta Braves,75,Cloudy,Night,NO,NO,NO,NO
2012,Cincinnati Reds,MAY,23,20411,Wednesday,Atlanta Braves,78,Clear,Night,NO,NO,NO,NO
2012,Cincinnati Reds,MAY,24,23312,Thursday,Atlanta Braves,82,Cloudy,Night,NO,NO,NO,NO
2012,Cincinnati Reds,MAY,25,29597,Friday,Colorado Rockies,89,Cloudy,Night,NO,NO,YES,NO
2012,Cincinnati Reds,MAY,26,35314,Saturday,Colorado Rockies,88,Cloudy,Night,NO,NO,NO,NO
