id,tot_sls,female,married,children,HHIncomeMed,WhtCollarOcc,BluCollarOcc,pop_0_25,pop_26_plus,prc_city
C0102020814,173.47844,1,1,0,36236,79,21,17,83,8
C0105314725,175.16943,0,0,0,72067,78,22,21,79,19
C0103954337,210.85408,0,1,0,85152,76,24,15,85,13
C0102750580,117.22631,0,1,1,56539,66,34,19,81,8
C0109286506,73.49692,1,0,0,25748,72,28,22,78,10
C0103778289,195.42188,0,0,0,24972,86,14,13,87,20
C0107071507,91.00669,0,1,0,46161,77,23,15,85,12
C0102274282,246.574,0,0,0,90600,78,22,15,85,26
C0101179557,216.99778,1,1,0,87682,71,29,12,88,25
C0101462929,181.24329,1,0,0,86701,66,34,11,89,13
C0104053024,210.4293,1,0,0,28170,67,33,16,84,22
C0105867252,121.5736,0,0,1,38840,71,29,9,91,10
C0105789638,112.1902,0,1,1,85380,73,27,21,79,16
C0108323115,143.4784,1,1,0,86960,76,24,18,82,25
C0108778836,158.10769,1,1,1,68061,69,31,19,81,18
C0105441144,187.32734,1,1,0,61646,79,21,11,89,18
C0104993927,69.97308,1,0,0,50252,80,20,14,86,9
C0101663697,171.45596,0,1,0,44124,65,35,15,85,12
C0109186584,191.77201,0,0,1,76869,81,19,22,78,25
C0105949215,165.39852,1,0,0,54788,79,21,21,79,15
C0108195610,173.72521,1,1,0,88949,81,19,22,78,11
C0104976842,117.65396,1,0,0,24324,67,33,17,83,9
C0103275415,127.75387,1,1,1,33703,65,35,21,79,25
C0107012063,164.28388,0,1,0,41772,75,25,9,91,23
C0108943791,213.96174,1,0,1,83006,79,21,9,91,25
C0101406913,109.00705,0,0,0,51645,66,34,11,89,23
C0107158481,228.41533,1,0,0,39777,82,18,10,90,25
C0102834953,234.82805,1,0,1,82545,81,19,19,81,26
C0103679812,185.34886,0,1,0,69134,75,25,22,78,25
C0106076060,151.53046,1,0,0,47174,86,14,21,79,15
C0107337104,99.53485,0,0,0,48465,83,17,12,88,19
C0102218186,199.11761,0,0,0,24509,76,24,21,79,13
C0107742307,214.51298,0,1,0,62562,84,16,12,88,16
C0102413570,154.04678,1,1,1,89782,67,33,17,83,21
C0103352037,167.25851,0,1,0,77719,79,21,15,85,21
C0106286572,116.7612,0,1,0,59280,77,23,18,82,20
C0109975434,234.21156,1,0,1,56764,75,25,13,87,23
C0103526474,197.07146,1,0,1,71074,77,23,18,82,9
C0104368797,194.93908,1,1,1,30652,83,17,20,80,19
C0109382793,138.09702,0,0,1,61438,75,25,14,86,12
C0102282792,156.43339,1,1,1,33391,81,19,16,84,24
C0107402565,230.84353,1,0,1,82357,74,26,19,81,25
C0107189386,180.81146,1,1,1,29074,77,23,19,81,18
C0102339018,213.91375,0,0,0,63875,75,25,22,78,26
C0102794172,171.27831,1,1,0,29339,82,18,18,82,19
C0107777566,89.99682,1,0,0,34058,71,29,22,78,13
C0106245901,225.25844,1,0,0,94236,68,32,12,88,23
C0108098417,91.71239,1,1,1,66491,71,29,17,83,15
C0105574257,119.49682,0,1,1,85058,82,18,11,89,24
C0101481383,97.90542,1,0,1,70398,69,31,16,84,13
C0106698690,144.32769,1,1,1,57061,77,23,14,86,16
C0107738899,191.88712,0,0,0,88128,79,21,15,85,23
C0106279071,120.86429,1,1,0,76601,77,23,10,90,10
C0109586909,166.31816,1,0,0,36304,85,15,12,88,13
C0109248841,167.37079,0,1,0,79451,65,35,15,85,17
C0109527919,131.91738,1,0,1,27922,65,35,20,80,21
C0108470861,143.25807,0,0,1,24683,65,35,18,82,24
C0106578703,206.40972,0,0,0,50068,67,33,10,90,14
C0101247596,178.57512,1,1,1,78328,65,35,22,78,23
C0103125209,124.54424,0,0,0,41256,69,31,19,81,12
C0109060588,207.55738,0,1,1,51922,78,22,9,91,19
C0105508309,134.23402,0,1,1,64738,68,32,12,88,24
C0101850584,139.09059,0,1,1,75071,66,34,18,82,14
C0102668431,115.18533,0,0,0,25777,83,17,12,88,26
C0103140763,159.95406,0,1,0,60014,74,26,17,83,24
C0102783108,132.90461,0,1,1,45809,78,22,21,79,25
C0108516877,208.27233,1,0,1,73077,77,23,13,87,17
C0102767617,136.27716,1,0,0,94404,84,16,20,80,9
C0105782626,221.8179,1,1,0,31510,70,30,10,90,25
C0105585182,169.02889,0,0,1,72341,74,26,10,90,12
C0106949409,92.58337,0,0,1,36253,74,26,12,88,20
C0102184573,133.50756,1,0,1,58164,71,29,19,81,19
C0104629188,171.83693,1,0,0,77817,77,23,17,83,16
C0106409683,93.20946,1,0,0,54274,67,33,9,91,8
C0105211354,109.58582,1,0,1,52158,67,33,18,82,18
C0106160859,129.96505,1,1,1,46845,76,24,17,83,17
C0106797557,197.97362,1,1,1,30978,69,31,22,78,18
C0103841700,150.24826,0,1,0,75994,85,15,18,82,22
C0104022397,171.62498,1,1,1,62362,85,15,21,79,19
C0102276893,184.62658,1,0,1,88402,66,34,18,82,23
C0105499318,115.56925,0,1,0,40825,70,30,16,84,15
C0101655035,181.12714,0,0,1,99266,85,15,14,86,24
C0105285105,122.79604,1,1,0,90676,74,26,20,80,12
C0108191737,196.0635,1,0,0,56150,67,33,10,90,21
C0107778490,88.96749,0,1,1,30681,69,31,9,91,14
C0106850082,113.16266,0,1,1,62354,69,31,13,87,17
C0102573551,187.02337,0,0,1,65253,72,28,20,80,22
C0102974391,122.68118,1,0,0,92142,80,20,15,85,16
C0109928459,195.25259,1,0,0,49871,73,27,21,79,25
C0109991406,141.26851,0,0,1,27719,74,26,19,81,20
C0105100533,186.13789,0,0,1,60441,69,31,11,89,25
C0104316972,242.01068,0,1,0,87692,72,28,13,87,24
C0104735474,136.09403,0,1,0,85807,82,18,19,81,11
C0101948584,120.59034,0,0,0,97346,75,25,13,87,8
C0102238543,225.2864,1,0,0,33160,84,16,11,89,26
C0104953678,179.71444,1,1,1,34636,65,35,15,85,21
C0106220043,119.42924,0,0,1,52756,66,34,9,91,23
C0101874231,115.10193,0,0,0,79317,74,26,16,84,19
C0106196092,136.33784,0,0,0,86096,86,14,10,90,10
C0104604586,103.36668,1,1,1,76092,84,16,18,82,15
C0101807181,126.94707,0,1,0,66783,76,24,14,86,19
C0102161438,134.2031,0,1,0,60390,65,35,20,80,24
C0101884168,197.48846,0,0,0,56374,83,17,12,88,18
C0102255171,171.69642,1,1,1,64298,86,14,10,90,17
C0105510607,160.73469,0,1,1,74361,65,35,11,89,17
C0109437131,207.53601,0,1,0,33469,84,16,16,84,16
C0102316969,72.943,0,0,1,57700,83,17,18,82,10
C0104088756,249.95848,1,0,0,98512,84,16,21,79,25
C0108983654,125.78256,0,0,0,65664,69,31,15,85,13
C0102740485,218.2758,1,1,0,68020,85,15,12,88,21
C0105689830,125.20505,1,1,0,85845,75,25,13,87,8
C0101283658,176.71191,0,1,0,54179,85,15,12,88,23
C0107452471,183.02038,1,0,0,80622,82,18,14,86,8
C0109041497,88.62978,1,0,0,44482,65,35,21,79,9
C0104887632,190.11043,0,1,1,81967,76,24,22,78,8
C0107248614,141.20818,1,1,1,55442,74,26,11,89,16
C0104675556,162.99785,1,1,0,38165,77,23,12,88,23
C0101464875,173.65353,1,1,0,83357,77,23,14,86,9
C0104611009,162.43231,0,1,1,63939,80,20,18,82,25
C0106527357,128.37269,0,0,0,36561,74,26,13,87,22
C0103475308,214.43668,0,1,0,29092,65,35,13,87,21
C0109438537,156.92845,0,1,0,65305,67,33,18,82,26
C0105086388,159.05762,0,0,1,44578,71,29,16,84,17
C0102932039,97.93397,1,1,1,88393,65,35,12,88,10
C0106704283,148.93474,0,0,0,89706,78,22,18,82,24
C0104997232,183.32089,1,0,1,88141,80,20,9,91,18
C0107365909,87.6164,1,0,0,52160,76,24,11,89,13
C0102190131,196.5201,0,1,0,82690,65,35,15,85,10
C0104925264,141.93797,1,0,1,73993,72,28,9,91,13
C0105357756,161.39662,1,1,1,93678,65,35,10,90,23
C0109726664,107.30261,0,0,1,51009,85,15,22,78,15
C0107886207,142.25255,1,1,0,30595,73,27,13,87,20
C0101205210,123.62655,1,1,1,25195,68,32,21,79,19
C0102060171,183.36867,0,1,0,56823,69,31,9,91,14
C0103011217,112.51445,0,0,1,64705,72,28,22,78,17
C0103231290,137.09039,0,0,0,93691,72,28,11,89,17
C0108419259,175.92576,1,0,0,86744,71,29,14,86,20
C0102753916,201.62642,0,0,0,54298,72,28,15,85,21
C0109469358,175.53389,0,1,1,69841,66,34,16,84,22
C0102544838,194.46618,1,0,1,58642,79,21,10,90,19
C0102761253,93.07561,1,0,1,68709,71,29,9,91,8
C0109756169,169.69944,0,1,1,64136,85,15,15,85,23
C0106458639,190.88666,1,0,1,65954,80,20,14,86,26
C0106020335,81.76197,0,1,1,98593,65,35,11,89,9
C0109548902,181.76704,1,1,0,56576,68,32,22,78,19
C0102817706,143.5154,0,0,0,84260,70,30,12,88,22
C0107096449,215.2085,1,0,0,24650,75,25,15,85,22
C0102628324,140.27042,1,0,0,41898,84,16,14,86,18
C0105786088,158.83605,1,1,1,89745,79,21,17,83,26
C0108365869,209.44228,1,1,0,93732,78,22,10,90,22
C0105364368,113.5719,1,0,1,24110,78,22,17,83,9
C0101655729,207.8038,1,0,1,93220,86,14,18,82,15
C0107228077,173.94393,1,0,0,51117,68,32,17,83,10
C0109727745,192.32742,1,0,1,30198,83,17,21,79,26
C0103930278,153.67777,0,0,0,60613,65,35,15,85,15
C0102375459,158.48085,1,1,1,32865,70,30,19,81,17
C0106836893,162.27872,0,1,0,62168,81,19,13,87,14
C0101209745,105.78785,1,1,1,41165,86,14,18,82,24
C0102966128,153.77623,1,1,1,38987,72,28,13,87,23
C0104255081,179.4155,0,0,0,29950,72,28,17,83,11
C0101657938,145.34708,0,0,1,65852,75,25,13,87,22
C0103540167,119.74705,0,1,1,95645,85,15,19,81,23
C0107318735,160.35282,1,1,0,32458,85,15,22,78,26
C0104953774,126.6708,0,1,1,62520,84,16,18,82,17
C0107036261,131.47783,0,1,1,66027,72,28,10,90,16
C0102166450,161.00539,0,0,0,48191,72,28,16,84,22
C0109022999,117.54802,1,1,0,41338,75,25,16,84,24
C0107147729,197.90438,0,1,0,42222,70,30,21,79,21
C0104874419,177.48051,0,0,0,69519,72,28,22,78,10
C0104561402,154.83683,0,0,1,67127,82,18,21,79,15
C0103513736,137.88721,0,1,1,79749,71,29,17,83,13
C0109835673,219.49859,1,0,0,48271,72,28,14,86,20
C0108735747,238.42159,0,0,1,50971,70,30,17,83,26
C0103233179,105.98813,1,1,1,71097,73,27,14,86,16
C0108094067,188.56483,0,1,0,56327,80,20,11,89,12
C0103425310,174.06819,1,0,0,27511,67,33,11,89,23
C0106178952,132.21763,0,0,1,38647,82,18,11,89,22
C0106627005,202.01191,0,1,1,43179,77,23,10,90,22
C0109451862,187.20723,0,0,1,96887,85,15,17,83,12
C0107856948,103.58816,1,0,1,90304,66,34,18,82,9
C0104763241,95.50778,1,0,1,52682,83,17,14,86,9
C0105764206,198.90091,1,0,1,85279,78,22,9,91,24
C0101805921,154.32943,1,0,0,90067,72,28,13,87,23
C0107279304,185.15104,1,0,1,91176,75,25,16,84,13
C0104346829,226.99524,0,1,0,73156,66,34,20,80,20
C0106117721,167.72323,1,1,0,75287,68,32,13,87,26
C0108307689,171.83252,0,1,1,96388,79,21,15,85,23
C0107144313,175.81293,1,1,1,48217,67,33,16,84,21
C0103962413,150.82905,0,1,1,78445,66,34,12,88,25
C0103165169,120.01645,1,1,0,96505,86,14,11,89,19
C0105618162,87.95892,1,1,0,59548,75,25,20,80,15
C0105066610,105.68022,1,0,1,32518,72,28,16,84,12
C0104246194,156.39836,0,1,1,92684,72,28,22,78,20
C0101350983,100.98577,1,1,1,91813,69,31,21,79,14
C0109844484,189.19667,0,1,1,92023,74,26,9,91,10
C0101760981,114.31149,0,1,0,91281,83,17,20,80,22
C0101318565,124.69903,1,1,0,52307,86,14,10,90,9
C0108849436,165.88876,1,1,1,87444,86,14,14,86,18
C0104767854,125.19977,0,0,1,36413,84,16,11,89,9
C0109263271,172.6941,0,1,0,66290,69,31,16,84,11
C0105042017,174.23789,0,0,1,72441,73,27,14,86,21
C0106564202,108.15126,0,0,0,28694,75,25,17,83,17
C0105425554,175.06352,0,0,0,53288,68,32,16,84,10
C0107906747,88.77039,0,1,1,40691,80,20,9,91,10
C0103306194,173.96724,0,0,1,58956,77,23,16,84,23
C0106526368,178.7137,1,0,1,99530,66,34,10,90,17
C0107669852,172.34425,0,0,1,73325,81,19,19,81,22
C0105516536,180.05558,1,0,1,67502,67,33,11,89,25
C0106620107,159.74094,1,0,1,75486,72,28,21,79,17
C0106804513,108.56539,1,1,0,98191,66,34,18,82,8
C0103597133,213.80247,1,1,1,69043,71,29,17,83,16
C0101706726,186.8747,0,0,0,95430,76,24,12,88,12
C0108047893,119.44184,0,1,0,29696,66,34,17,83,17
C0105586573,189.09869,0,1,1,54961,65,35,17,83,18
C0102441600,106.50442,1,1,0,63498,79,21,12,88,16
C0103985884,212.22517,0,0,0,96673,68,32,20,80,23
C0107293629,207.52717,0,0,1,85473,82,18,20,80,11
C0105607774,144.60025,0,1,0,38725,83,17,17,83,9
C0101119308,166.08694,0,0,0,52886,67,33,19,81,12
C0105034790,189.95352,1,1,1,85288,85,15,9,91,13
C0109623982,156.85912,0,1,1,66928,82,18,15,85,16
C0107919838,216.64432,0,1,1,37808,65,35,18,82,19
C0105188049,124.73164,1,0,1,37316,67,33,14,86,14
C0104813473,139.65964,1,0,0,77516,80,20,17,83,9
C0106902684,170.40698,1,1,0,29162,83,17,13,87,16
C0102655638,214.29576,0,1,1,74744,74,26,12,88,17
C0103073805,156.76831,1,0,1,80339,80,20,12,88,16
C0109349399,240.00241,0,1,0,93629,83,17,19,81,26
C0102409629,139.52194,1,0,1,62386,72,28,22,78,18
C0104757408,211.39409,1,1,1,91221,84,16,21,79,15
C0106388203,119.87624,1,0,1,65056,70,30,11,89,12
C0101703233,169.89248,0,0,0,71112,85,15,15,85,26
C0107267307,142.95155,1,1,0,36695,76,24,19,81,11
C0109514660,192.00642,0,0,0,31298,82,18,18,82,20
C0105973029,169.46154,0,0,0,89626,79,21,13,87,14
C0104093983,205.6802,1,0,1,93380,67,33,13,87,26
C0106618238,86.36357,0,0,0,29633,77,23,20,80,10
C0107673699,158.27606,0,1,1,52814,78,22,17,83,23
C0101560541,140.7293,1,0,1,46170,65,35,15,85,23
C0102260355,126.15226,1,0,1,56594,78,22,12,88,10
C0106566181,183.01962,0,0,1,67378,71,29,12,88,22
C0109000605,130.43484,0,1,0,36396,70,30,13,87,16
C0108317612,185.92262,1,1,0,37078,70,30,10,90,16
C0107445261,180.41488,0,1,1,95672,78,22,16,84,17
C0103522265,169.98359,0,0,1,76771,75,25,12,88,16
C0108459655,157.19529,1,1,0,40501,76,24,22,78,9
C0103390944,191.05846,0,1,1,44374,69,31,16,84,22
C0101285242,119.01139,1,0,1,34591,75,25,16,84,19
C0108372601,166.93426,0,0,1,57394,83,17,13,87,22
C0109033726,98.76817,1,1,1,24373,72,28,14,86,15
C0107262266,155.08212,0,1,1,38628,82,18,9,91,23
C0103471018,105.92966,1,1,1,46654,86,14,22,78,20
C0107401231,206.34015,0,0,1,79035,73,27,10,90,18
C0105091504,147.88564,1,1,1,86916,73,27,12,88,8
C0106841448,156.78752,1,1,0,44888,70,30,14,86,12
C0106584208,93.12842,0,0,1,28098,85,15,17,83,10
C0104800827,235.21889,0,1,0,83341,75,25,16,84,24
C0108621631,161.97208,0,0,0,69352,74,26,11,89,16
C0107658258,186.12778,1,1,0,42682,68,32,22,78,8
C0108782639,161.54758,1,0,1,36302,70,30,21,79,10
C0109061090,123.36338,0,1,1,30322,73,27,22,78,18
C0104396069,102.41619,1,0,0,81711,69,31,17,83,8
C0104979372,86.68702,1,1,1,94438,79,21,14,86,12
C0105871526,134.74979,0,0,0,31551,83,17,16,84,20
C0101909776,124.49275,0,0,0,40975,75,25,22,78,11
C0106711978,173.54466,1,1,0,79154,72,28,19,81,20
C0104646170,192.08512,1,1,1,49328,83,17,21,79,24
C0102843264,154.82171,1,1,0,79799,69,31,16,84,13
C0102060211,105.18541,1,0,1,37329,81,19,18,82,12
C0105392655,85.97396,0,1,1,54324,73,27,11,89,16
C0105779362,161.32591,0,0,0,38779,75,25,17,83,26
C0107184965,100.83546,1,1,0,95674,79,21,17,83,15
C0109251305,165.46658,1,0,0,69402,68,32,22,78,21
C0106178133,182.5411,1,0,0,44590,69,31,14,86,8
C0102201344,132.31534,0,1,1,76846,73,27,18,82,21
C0101298175,139.9948,1,0,0,83120,81,19,19,81,17
C0104880541,152.14028,1,1,1,57932,75,25,12,88,25
C0103382359,196.67816,0,0,0,76304,82,18,20,80,8
C0103981807,203.64383,0,1,0,84427,79,21,17,83,14
C0106349092,180.06406,1,0,1,57014,81,19,21,79,22
C0107985022,100.84093,1,0,0,60417,85,15,11,89,17
C0104843603,196.13906,0,1,1,46514,80,20,17,83,25
C0108409807,148.96101,0,0,0,42969,85,15,21,79,10
C0108086038,150.63208,0,1,0,31352,70,30,13,87,22
C0105085174,217.75339,1,1,1,40391,75,25,22,78,21
C0106976402,82.65104,0,1,0,44176,66,34,15,85,9
C0102270776,194.89414,1,0,1,73566,76,24,12,88,11
C0102641424,225.27047,1,1,1,40243,67,33,16,84,22
C0102231350,210.90963,1,0,1,75447,70,30,15,85,16
C0107827219,218.26839,1,1,1,77891,81,19,19,81,18
C0106476610,141.84588,1,1,0,26572,71,29,9,91,14
C0106357583,138.18609,1,1,1,40021,86,14,15,85,22
C0102622994,90.81184,1,0,1,61696,79,21,9,91,8
C0106436307,124.58033,0,1,1,48277,67,33,21,79,19
C0108810703,180.86283,0,0,0,63527,85,15,15,85,23
C0102999127,137.5976,1,0,1,44440,86,14,17,83,21
C0102418218,112.11343,0,1,0,40667,79,21,19,81,21
C0106494227,91.54501,1,1,1,37569,77,23,22,78,16
C0102819597,122.99911,1,0,1,28859,72,28,12,88,16
C0107030695,126.39811,1,0,1,55959,70,30,10,90,9
C0104102772,141.18772,1,0,1,68268,68,32,15,85,13
C0103322080,211.88975,0,0,1,59275,86,14,12,88,22
C0106591226,121.15805,0,0,0,55545,70,30,18,82,9
C0106959156,124.6571,0,0,1,75990,65,35,13,87,15
C0105307604,159.24241,0,0,1,48629,76,24,13,87,16
C0108135755,122.20959,0,0,0,24171,66,34,10,90,14
C0102489322,129.8409,1,1,1,92210,68,32,20,80,8
C0104669121,184.13675,0,1,1,94575,75,25,21,79,26
C0106785590,92.21322,1,0,0,46218,70,30,18,82,9
C0109044273,109.98875,0,1,0,48375,81,19,10,90,19
C0109959887,101.8495,0,1,0,40550,86,14,14,86,23
C0102548515,90.97613,1,1,1,31297,82,18,21,79,10
C0107674051,130.08868,1,0,1,30892,82,18,15,85,10
C0101770964,168.18518,0,0,0,97742,77,23,17,83,25
C0101167655,138.50388,0,0,0,51772,83,17,18,82,24
C0107851534,152.16088,1,0,0,82072,77,23,12,88,9
C0102418353,177.00073,1,1,0,33037,78,22,14,86,11
C0103457882,156.28961,1,1,0,24309,81,19,14,86,11
C0109715563,111.53781,1,1,1,24889,85,15,13,87,25
C0108165674,174.47189,1,0,1,88041,73,27,10,90,8
C0103319789,113.48176,1,0,0,74144,65,35,15,85,18
C0108628425,193.40963,1,1,1,40447,81,19,11,89,22
C0108963796,171.5219,0,0,1,64110,84,16,18,82,8
C0106678706,112.73217,0,1,0,36973,66,34,15,85,17
C0104809029,225.61308,0,1,1,62252,68,32,20,80,26
C0104484875,146.97527,0,1,1,55363,80,20,20,80,22
C0105637066,196.73296,0,0,1,61424,73,27,12,88,12
C0104334550,185.26052,0,1,0,57588,75,25,12,88,20
C0104297745,180.00628,0,1,0,95332,67,33,9,91,22
C0102449943,176.3949,1,1,1,29810,73,27,16,84,17
C0107623802,170.25623,0,1,1,57987,86,14,17,83,8
C0107525948,141.85278,1,1,1,53182,78,22,12,88,15
C0108987945,112.21012,0,0,1,46828,82,18,19,81,25
C0109802072,192.73232,1,0,1,64008,85,15,22,78,25
C0101072545,240.42393,0,1,0,90117,82,18,15,85,23
C0109564214,126.31385,1,0,0,33565,66,34,21,79,18
C0102354897,120.60151,0,0,1,39419,72,28,19,81,19
C0108596188,82.51046,0,1,1,29174,69,31,18,82,16
C0105326599,137.73448,1,0,0,96912,80,20,20,80,23
C0102496647,70.23949,1,0,1,33481,71,29,16,84,8
C0106948944,152.99902,0,1,1,82238,85,15,18,82,26
C0105277205,155.16543,1,1,0,61467,71,29,10,90,17
C0102330417,184.80763,0,0,0,52647,66,34,12,88,20
C0102856350,109.21635,0,1,1,97815,75,25,14,86,12
C0106024177,128.26966,0,0,1,45654,68,32,21,79,9
C0108247951,79.87979,0,1,1,90551,83,17,12,88,9
C0106215952,183.38528,0,1,0,67432,82,18,9,91,16
C0106686266,186.81427,1,0,1,72463,83,17,17,83,24
C0107364097,74.35875,1,0,1,68375,83,17,13,87,8
C0108844295,212.68561,0,1,1,66709,78,22,19,81,24
C0108406265,169.70586,1,0,1,33434,80,20,20,80,21
C0103489762,204.12559,1,0,0,63571,77,23,10,90,16
C0103632746,162.26277,1,0,1,85113,71,29,21,79,26
C0108351939,221.66309,1,1,1,82321,68,32,18,82,21
C0102006583,119.3043,1,0,0,48670,80,20,13,87,8
C0106714462,171.6164,1,1,0,34160,70,30,17,83,25
C0108902817,182.72437,0,0,0,98153,79,21,15,85,16
C0109303672,105.50441,0,0,0,56429,79,21,10,90,9
C0106994596,201.41335,1,0,0,86115,65,35,15,85,24
C0103917864,206.90828,0,1,0,90132,82,18,9,91,20
C0107170241,184.75518,1,0,0,36742,83,17,21,79,12
C0102722547,153.95453,0,1,0,64257,79,21,13,87,10
C0109672898,154.62118,1,0,1,76142,85,15,10,90,18
C0106508711,198.18429,0,0,0,97601,65,35,13,87,21
C0109954206,64.43949,1,1,1,28481,82,18,20,80,9
C0108913960,136.59946,0,1,1,41274,82,18,11,89,18
C0107728345,87.49057,0,1,1,66933,82,18,17,83,14
C0107301502,113.23846,0,0,0,38374,85,15,22,78,10
C0104980323,73.59367,0,0,1,78323,67,33,20,80,8
C0102808696,197.87825,1,1,1,96925,75,25,14,86,16
C0108373684,176.19333,1,0,0,39977,72,28,12,88,8
C0105005005,202.14579,1,0,0,24951,68,32,17,83,16
C0107341069,89.46447,0,0,0,61843,68,32,16,84,8
C0106870381,170.47763,0,1,1,84647,77,23,13,87,18
C0107519466,105.73729,0,1,0,56301,68,32,22,78,9
C0105530063,227.94135,1,1,0,88315,72,28,10,90,20
C0104162975,200.06435,1,0,1,50015,76,24,12,88,24
C0101878177,124.15883,0,0,1,62927,70,30,13,87,18
C0109692226,201.76752,0,1,1,49888,83,17,20,80,13
C0103295712,108.75295,1,0,1,75355,71,29,21,79,11
C0108598628,181.18318,1,0,1,69942,84,16,10,90,21
C0105250677,207.36965,1,1,0,62585,86,14,11,89,21
C0105787501,102.71259,1,0,1,95871,70,30,16,84,10
C0106189848,148.47799,0,1,1,82131,78,22,10,90,12
C0101519377,135.77037,0,1,1,31553,82,18,9,91,24
C0101556526,172.99174,0,0,1,41006,81,19,14,86,21
C0106396174,109.5666,0,1,0,31540,84,16,20,80,18
C0102282572,86.01491,0,0,1,31879,69,31,10,90,16
C0101008378,177.03971,0,0,1,58999,73,27,15,85,8
C0106818684,214.36152,0,0,1,86488,78,22,12,88,13
C0108373999,174.7285,0,0,0,51650,75,25,14,86,19
C0101797713,148.0551,1,1,0,42190,68,32,15,85,20
C0103587637,178.42977,1,0,0,63413,75,25,16,84,15
C0107861453,111.824,0,0,1,53600,76,24,9,91,25
C0102098640,118.73089,1,0,1,76141,72,28,9,91,10
C0106114762,118.33838,1,1,0,85822,76,24,21,79,24
C0109543313,187.02377,0,1,0,73013,69,31,22,78,22
C0101595989,110.7498,1,1,1,99620,72,28,10,90,9
C0101441875,153.05491,1,0,0,94879,78,22,21,79,24
C0103864345,207.6376,0,0,1,38440,69,31,11,89,21
C0108152702,196.5795,1,1,0,66550,67,33,17,83,8
C0107664302,134.74829,1,0,0,43201,66,34,21,79,11
C0105266621,161.44053,1,1,1,74657,66,34,19,81,26
C0105644197,192.98018,0,1,1,98242,81,19,17,83,26
C0101689283,108.01996,1,1,1,39724,85,15,13,87,8
C0101089742,121.22547,0,1,1,66743,73,27,22,78,8
C0105056355,163.23379,0,1,1,24151,68,32,15,85,19
C0106079352,175.76373,0,0,0,77737,71,29,13,87,25
C0108181553,154.4828,1,1,0,69320,73,27,22,78,23
C0102376328,165.16752,1,0,1,75888,78,22,17,83,24
C0109382904,221.78645,0,1,1,92505,80,20,11,89,17
C0106587278,128.94095,0,0,1,24555,67,33,10,90,14
C0108443741,209.0755,1,1,0,66950,72,28,13,87,26
C0103853623,249.79025,0,0,0,90725,80,20,12,88,26
C0104457439,215.42268,0,1,0,53492,84,16,19,81,23
C0103256081,186.09158,1,1,0,38902,82,18,17,83,11
C0105525941,205.15726,1,0,0,92094,84,16,10,90,25
C0105310778,128.37086,1,0,0,65934,70,30,15,85,21
C0106613317,97.05743,0,1,0,37267,73,27,10,90,13
C0108809192,139.09419,1,0,0,73911,72,28,19,81,9
C0102350602,183.11756,1,1,1,76164,73,27,11,89,16
C0104724962,102.74489,1,0,0,77741,75,25,9,91,9
C0104682302,99.46255,1,1,1,94595,72,28,17,83,15
C0104166646,153.43173,0,0,0,89937,76,24,16,84,15
C0109707068,176.10469,1,1,0,39361,82,18,12,88,22
C0107065670,89.30414,1,0,1,72566,75,25,13,87,10
C0109420900,143.10078,1,1,1,50382,84,16,21,79,16
C0104117028,133.76657,1,0,0,64333,77,23,12,88,23
C0108378609,140.43081,0,0,1,63589,66,34,17,83,9
C0102670540,74.36729,0,1,1,68301,71,29,9,91,10
C0109539430,125.9573,1,1,1,63370,83,17,21,79,14
C0107809138,189.24061,0,1,0,33209,86,14,21,79,19
C0107860349,115.3006,1,0,0,27140,86,14,20,80,23
C0109958749,208.56919,1,0,1,73411,83,17,20,80,22
C0108571849,141.54963,0,0,1,60447,86,14,13,87,12
C0102310839,187.71308,0,0,0,62252,67,33,9,91,15
C0103433090,165.35998,1,0,1,56862,77,23,14,86,17
C0106606711,111.41313,0,1,1,62597,70,30,20,80,8
C0104334989,87.49168,1,0,1,35592,66,34,9,91,15
C0107540267,83.93548,0,0,1,44812,74,26,19,81,15
C0103063557,185.79354,1,1,1,92426,71,29,18,82,12
C0108610256,204.30208,0,1,1,93352,68,32,11,89,25
C0102613126,137.0083,0,0,0,89270,65,35,22,78,17
C0108030922,155.79185,0,1,0,57765,80,20,9,91,8
C0102575496,113.39635,0,0,0,81815,82,18,9,91,16
C0109317546,165.29771,0,0,1,81199,76,24,9,91,11
C0104993879,100.40974,1,0,1,57206,82,18,10,90,11
C0108890341,119.573,0,1,0,50700,67,33,19,81,19
C0101269309,195.88615,1,1,1,52435,86,14,16,84,19
C0101741645,71.04205,0,1,1,48145,71,29,16,84,11
C0109179652,175.01151,1,0,0,50419,70,30,13,87,23
C0104146074,92.07727,1,1,1,67163,78,22,10,90,8
C0106343618,206.66854,0,1,1,88926,80,20,15,85,17
C0105782559,132.27644,0,1,0,36436,68,32,10,90,20
C0108112842,176.8485,0,1,1,66650,79,21,9,91,22
C0101990582,198.29592,0,1,1,48848,81,19,15,85,17
C0106866170,81.00427,1,1,1,71463,85,15,22,78,8
C0103371323,159.79347,0,0,1,39943,76,24,20,80,18
C0108533266,98.38505,1,1,0,39845,80,20,9,91,17
C0101268079,116.56482,1,1,1,40258,70,30,14,86,26
C0101038867,126.51419,1,1,0,64911,86,14,16,84,10
C0102611223,128.85408,0,0,0,54152,78,22,21,79,14
C0101869897,169.61523,0,1,1,46087,70,30,11,89,16
C0109937834,200.04302,1,1,1,78838,71,29,20,80,25
