data.set,total.cost,lot.sale.days,overage,mileage,vehicle.type,domestic.import,vehicle.age,vehicle.age.group,color.set,makex,state,make.model
TRAIN,4771,101,YES,82692,ECONOMY,Import,6,SIX,GREEN,NISSAN,GA,NISSAN.SENTRA
TRAIN,3677,6,NO,92144,FAMILY.SMALL,Import,9,SEVEN+,GREEN,TOYOTA,CA,TOYOTA.COROLLA
TRAIN,5001,7,NO,83175,FAMILY.SMALL,Import,5,FIVE,WHITE,TOYOTA,TX,TOYOTA.COROLLA
TRAIN,4324,20,NO,72822,FAMILY.SMALL,Domestic,4,FOUR,BLUE,CHEVROLET,NM,CHEVROLET.METRO
TRAIN,4049,35,NO,62384,FAMILY.SMALL,Domestic,5,FIVE,BLUE,CHEVROLET,CA,CHEVROLET.CAVALIER
TRAIN,4732,209,YES,78324,FAMILY.MEDIUM,Domestic,7,SEVEN+,WHITE,OLDSMOBILE,TX,OLDSMOBILE.CIERA
TRAIN,6762,74,NO,61877,FAMILY.LARGE,Domestic,5,FIVE,BLACK,OLDSMOBILE,GA,OLDSMOBILE.88
TRAIN,4508,29,NO,30846,ECONOMY,Domestic,3,ONE-THREE,WHITE,FORD,TX,FORD.ESCORT
TRAIN,4155,97,YES,89271,FAMILY.MEDIUM,Domestic,6,SIX,SILVER,FORD,FL,FORD.TAURUS
TRAIN,5621,16,NO,45109,ECONOMY,Import,2,ONE-THREE,PURPLE,KIA,NV,KIA.SEPHIA
TRAIN,6059,134,YES,80333,FAMILY.MEDIUM,Domestic,6,SIX,BLACK,BUICK,TX,BUICK.REGAL
TRAIN,4983,46,NO,91191,ECONOMY,Domestic,5,FIVE,GOLD,PONTIAC,FL,PONTIAC.SUNFIRE
TRAIN,3810,32,NO,101375,LUXURY,Import,6,SIX,WHITE,NISSAN,FL,NISSAN.ALTIMA
TRAIN,3566,30,NO,70592,FAMILY.MEDIUM,Domestic,7,SEVEN+,GREEN,BUICK,CA,BUICK.CENTURY
TRAIN,5234,34,NO,82095,FAMILY.SMALL,Domestic,5,FIVE,BLUE,PONTIAC,FL,PONTIAC.GRAND AM
TRAIN,5595,121,YES,75098,FAMILY.LARGE,Domestic,4,FOUR,BLUE,OLDSMOBILE,GA,OLDSMOBILE.88
TRAIN,3412,38,NO,98167,LUXURY,Import,5,FIVE,WHITE,NISSAN,FL,NISSAN.SENTRA
TRAIN,4817,24,NO,66401,LUXURY,Import,7,SEVEN+,SILVER,NISSAN,FL,NISSAN.ALTIMA
TRAIN,4830,7,NO,68666,FAMILY.SMALL,Domestic,3,ONE-THREE,GREEN,CHEVROLET,GA,CHEVROLET.CAVALIER
TRAIN,4402,142,YES,78691,FAMILY.MEDIUM,Domestic,5,FIVE,PURPLE,OLDSMOBILE,AZ,OLDSMOBILE.ACHIEVA
TRAIN,3654,178,YES,96119,LUXURY,Import,8,SEVEN+,GOLD,NISSAN,NM,NISSAN.SENTRA
TRAIN,3365,61,NO,28602,FAMILY.SMALL,Import,2,ONE-THREE,GOLD,KIA,CA,KIA.SEPHIA
TRAIN,4760,5,NO,74057,FAMILY.MEDIUM,Domestic,4,FOUR,PURPLE,FORD,GA,FORD.CONTOUR
TRAIN,4774,67,NO,76649,FAMILY.MEDIUM,Import,7,SEVEN+,GOLD,NISSAN,AZ,NISSAN.ALTIMA
TRAIN,5244,108,YES,60868,FAMILY.MEDIUM,Domestic,6,SIX,WHITE,BUICK,VA,BUICK.REGAL
TRAIN,4544,44,NO,69219,ECONOMY,Domestic,4,FOUR,RED,MERCURY,TX,MERCURY.TRACER
TRAIN,4822,73,NO,98638,FAMILY.MEDIUM,Import,7,SEVEN+,BLUE,TOYOTA,AZ,TOYOTA.COROLLA
TRAIN,5676,154,YES,14412,FAMILY.MEDIUM,Import,2,ONE-THREE,WHITE,DAEWOO,AZ,DAEWOO.LANOS
TRAIN,4675,11,NO,90825,FAMILY.MEDIUM,Import,4,FOUR,RED,MITSUBISHI,CA,MITSUBISHI.MIRAGE
TRAIN,4462,95,YES,67726,FAMILY.MEDIUM,Domestic,7,SEVEN+,WHITE,CHEVROLET,AZ,CHEVROLET.LUMINA
TRAIN,4219,101,YES,49616,ECONOMY,Import,5,FIVE,PURPLE,KIA,NV,KIA.SEPHIA
TRAIN,5338,97,YES,56551,FAMILY.MEDIUM,Domestic,6,SIX,BLACK,BUICK,VA,BUICK.REGAL
TRAIN,6279,1,NO,106804,LUXURY,Import,8,SEVEN+,GOLD,HONDA,TX,HONDA.ACCORD
TRAIN,5757,26,NO,71644,FAMILY.MEDIUM,Domestic,3,ONE-THREE,PURPLE,FORD,TX,FORD.TAURUS
TRAIN,5060,69,NO,106312,LUXURY,Import,7,SEVEN+,SILVER,NISSAN,FL,NISSAN.ALTIMA
TRAIN,5250,272,YES,83176,FAMILY.MEDIUM,Domestic,7,SEVEN+,WHITE,BUICK,FL,BUICK.CENTURY
TRAIN,3871,7,NO,72093,FAMILY.MEDIUM,Domestic,5,FIVE,GREEN,CHEVROLET,FL,CHEVROLET.CAVALIER
TRAIN,3437,9,NO,73829,FAMILY.MEDIUM,Domestic,8,SEVEN+,GOLD,OLDSMOBILE,TX,OLDSMOBILE.CUTLASS SUPREME
TRAIN,4421,12,NO,70668,FAMILY.MEDIUM,Domestic,4,FOUR,SILVER,CHEVROLET,VA,CHEVROLET.MALIBU
TRAIN,3723,45,NO,76499,FAMILY.SMALL,Import,8,SEVEN+,BLUE,GEO,FL,GEO.PRIZM
TRAIN,6392,18,NO,76959,FAMILY.MEDIUM,Domestic,3,ONE-THREE,GREEN,BUICK,GA,BUICK.CENTURY
TRAIN,5981,18,NO,55073,LUXURY,Import,3,ONE-THREE,GOLD,TOYOTA,TX,TOYOTA.COROLLA
TRAIN,4418,27,NO,66339,FAMILY.SMALL,Import,6,SIX,BLACK,MAZDA,TX,MAZDA.PROTEGE
TRAIN,5367,119,YES,86427,FAMILY.MEDIUM,Domestic,4,FOUR,GREEN,FORD,CA,FORD.CONTOUR
TRAIN,3484,1,NO,84914,FAMILY.MEDIUM,Domestic,5,FIVE,BLUE,FORD,CA,FORD.TAURUS
TRAIN,5026,5,NO,67287,ECONOMY,Domestic,3,ONE-THREE,WHITE,FORD,GA,FORD.ESCORT
TRAIN,4907,20,NO,57354,FAMILY.MEDIUM,Domestic,4,FOUR,WHITE,FORD,TX,FORD.TAURUS
TRAIN,4165,27,NO,72674,ECONOMY,Import,5,FIVE,BLUE,MAZDA,TX,MAZDA.PROTEGE
TRAIN,4840,130,YES,68587,FAMILY.LARGE,Domestic,5,FIVE,BLUE,CHEVROLET,TX,CHEVROLET.LUMINA
TRAIN,4167,1,NO,78331,ECONOMY,Domestic,4,FOUR,WHITE,PONTIAC,GA,PONTIAC.SUNFIRE
TRAIN,5360,37,NO,88633,LUXURY,Domestic,7,SEVEN+,WHITE,BUICK,GA,BUICK.PARK AVENUE
TRAIN,4993,12,NO,101731,LUXURY,Import,8,SEVEN+,SILVER,TOYOTA,CA,TOYOTA.CAMRY
TRAIN,4599,2,NO,59610,ECONOMY,Domestic,4,FOUR,RED,MERCURY,GA,MERCURY.TRACER
TRAIN,4534,6,NO,73554,FAMILY.SMALL,Domestic,5,FIVE,WHITE,DODGE,CA,DODGE.STRATUS
TRAIN,5270,5,NO,67054,FAMILY.LARGE,Domestic,3,ONE-THREE,BLACK,FORD,CA,FORD.TAURUS
TRAIN,5485,69,NO,43947,FAMILY.MEDIUM,Domestic,5,FIVE,BLACK,CHEVROLET,TX,CHEVROLET.MALIBU
TRAIN,5099,169,YES,61432,FAMILY.SMALL,Domestic,6,SIX,RED,BUICK,TX,BUICK.SKYLARK
TRAIN,5672,5,NO,83989,FAMILY.MEDIUM,Domestic,5,FIVE,PURPLE,BUICK,GA,BUICK.CENTURY
TRAIN,5366,146,YES,90704,FAMILY.SMALL,Import,8,SEVEN+,BLUE,TOYOTA,CA,TOYOTA.COROLLA
TRAIN,4837,100,YES,89850,FAMILY.SMALL,Import,8,SEVEN+,GREEN,TOYOTA,CA,TOYOTA.COROLLA
TRAIN,4498,60,NO,58437,FAMILY.SMALL,Domestic,5,FIVE,GREEN,PONTIAC,TX,PONTIAC.GRAND AM
TRAIN,4384,139,YES,82545,ECONOMY,Domestic,5,FIVE,GOLD,FORD,FL,FORD.ESCORT
TRAIN,4689,21,NO,73761,FAMILY.MEDIUM,Domestic,6,SIX,GREEN,BUICK,TX,BUICK.REGAL
TRAIN,4054,17,NO,91561,FAMILY.MEDIUM,Import,6,SIX,GOLD,NISSAN,AZ,NISSAN.SENTRA
TRAIN,5964,130,YES,100802,LUXURY,Domestic,5,FIVE,SILVER,PONTIAC,CA,PONTIAC.BONNEVILLE
TRAIN,4557,8,NO,86017,FAMILY.MEDIUM,Domestic,5,FIVE,GREEN,CHEVROLET,NV,CHEVROLET.LUMINA
TRAIN,4176,43,NO,90474,LUXURY,Import,4,FOUR,BLUE,NISSAN,TX,NISSAN.SENTRA
TRAIN,3708,18,NO,74228,FAMILY.LARGE,Domestic,5,FIVE,WHITE,MERCURY,CA,MERCURY.TRACER
TRAIN,4274,21,NO,54292,FAMILY.MEDIUM,Domestic,5,FIVE,BLACK,FORD,TX,FORD.TAURUS
TRAIN,6840,96,YES,57243,FAMILY.LARGE,Domestic,4,FOUR,BLUE,BUICK,TX,BUICK.LESABRE
TRAIN,6171,6,NO,85676,LUXURY,Import,9,SEVEN+,GOLD,TOYOTA,FL,TOYOTA.CAMRY
TRAIN,5231,42,NO,67441,FAMILY.MEDIUM,Domestic,7,SEVEN+,BLUE,OLDSMOBILE,FL,OLDSMOBILE.CUTLASS SUPREME
TRAIN,4715,5,NO,61163,FAMILY.SMALL,Domestic,5,FIVE,GREEN,PONTIAC,TX,PONTIAC.GRAND AM
TRAIN,5458,5,NO,71440,FAMILY.MEDIUM,Domestic,3,ONE-THREE,SILVER,FORD,GA,FORD.CONTOUR
TRAIN,4443,13,NO,86384,LUXURY,Domestic,6,SIX,GREEN,PONTIAC,TX,PONTIAC.BONNEVILLE
TRAIN,3842,7,NO,58630,ECONOMY,Domestic,5,FIVE,GREEN,BUICK,NV,BUICK.SKYLARK
TRAIN,3545,45,NO,89856,FAMILY.MEDIUM,Import,7,SEVEN+,GOLD,MAZDA,AZ,MAZDA.PROTEGE
TRAIN,4105,100,YES,87125,FAMILY.SMALL,Domestic,8,SEVEN+,GREEN,PONTIAC,FL,PONTIAC.GRAND AM
TRAIN,4819,6,NO,41789,FAMILY.MEDIUM,Domestic,5,FIVE,RED,FORD,CA,FORD.CONTOUR
TRAIN,5968,2,NO,86590,LUXURY,Import,6,SIX,GOLD,HONDA,GA,HONDA.ACCORD
TRAIN,4467,80,NO,103741,LUXURY,Import,9,SEVEN+,BLUE,NISSAN,CA,NISSAN.ALTIMA
TRAIN,4734,5,NO,60023,FAMILY.LARGE,Domestic,3,ONE-THREE,BLUE,FORD,TX,FORD.CONTOUR
TRAIN,5193,5,NO,105689,LUXURY,Import,5,FIVE,SILVER,NISSAN,CA,NISSAN.ALTIMA
TRAIN,4467,11,NO,53053,ECONOMY,Domestic,4,FOUR,SILVER,DODGE,TX,DODGE.NEON
TRAIN,5248,0,NO,109799,FAMILY.MEDIUM,Import,9,SEVEN+,GOLD,OTHER,VA,INFINITI.J30
TRAIN,5113,109,YES,78389,FAMILY.SMALL,Domestic,4,FOUR,BLUE,FORD,TX,FORD.CONTOUR
TRAIN,3570,22,NO,96474,LUXURY,Import,7,SEVEN+,GREEN,NISSAN,FL,NISSAN.SENTRA
TRAIN,4262,123,YES,86328,FAMILY.SMALL,Domestic,6,SIX,WHITE,CHEVROLET,CA,CHEVROLET.CORSICA
TRAIN,5007,153,YES,72143,FAMILY.MEDIUM,Import,6,SIX,PURPLE,NISSAN,AZ,NISSAN.SENTRA
TRAIN,4784,106,YES,39728,FAMILY.MEDIUM,Import,4,FOUR,RED,KIA,AZ,KIA.SEPHIA
TRAIN,3635,106,YES,77169,LUXURY,Import,9,SEVEN+,BLACK,TOYOTA,FL,TOYOTA.COROLLA
TRAIN,6044,26,NO,93779,LUXURY,Import,9,SEVEN+,GREEN,TOYOTA,CA,TOYOTA.CAMRY
TRAIN,5759,5,NO,66623,FAMILY.MEDIUM,Domestic,5,FIVE,WHITE,DODGE,AZ,DODGE.INTREPID
TRAIN,4527,2,NO,79541,FAMILY.LARGE,Domestic,4,FOUR,PURPLE,CHEVROLET,NM,CHEVROLET.LUMINA
TRAIN,5969,6,NO,82249,LUXURY,Import,7,SEVEN+,GREEN,TOYOTA,FL,TOYOTA.CAMRY
TRAIN,3943,1,NO,52514,ECONOMY,Import,5,FIVE,BLACK,KIA,NV,KIA.SEPHIA
TRAIN,3358,99,YES,85943,ECONOMY,Import,8,SEVEN+,SILVER,NISSAN,CA,NISSAN.SENTRA
TRAIN,4418,159,YES,58612,FAMILY.MEDIUM,Domestic,7,SEVEN+,WHITE,FORD,AZ,FORD.TAURUS
TRAIN,4125,0,NO,79657,FAMILY.SMALL,Domestic,5,FIVE,RED,PONTIAC,VA,PONTIAC.GRAND AM
TRAIN,5444,113,YES,59519,FAMILY.MEDIUM,Domestic,6,SIX,GREEN,OLDSMOBILE,TX,OLDSMOBILE.CUTLASS SUPREME
TRAIN,4659,30,NO,84765,FAMILY.MEDIUM,Domestic,3,ONE-THREE,GREEN,OLDSMOBILE,TX,OLDSMOBILE.ALERO
TRAIN,5285,43,NO,42368,FAMILY.SMALL,Domestic,3,ONE-THREE,SILVER,DODGE,NM,DODGE.NEON
TRAIN,3290,2,NO,106695,LUXURY,Import,7,SEVEN+,BLACK,NISSAN,FL,NISSAN.SENTRA
TRAIN,5265,150,YES,79581,ECONOMY,Domestic,3,ONE-THREE,GOLD,FORD,TX,FORD.ESCORT
TRAIN,4277,5,NO,90628,FAMILY.MEDIUM,Import,7,SEVEN+,BLACK,MITSUBISHI,AZ,MITSUBISHI.GALANT
TRAIN,4564,0,NO,66782,FAMILY.LARGE,Domestic,7,SEVEN+,BLUE,OLDSMOBILE,GA,OLDSMOBILE.88
TRAIN,5335,87,NO,77474,FAMILY.LARGE,Domestic,7,SEVEN+,SILVER,MERCURY,GA,MERCURY.GRAND MARQUIS
TRAIN,4945,5,NO,76110,FAMILY.MEDIUM,Import,5,FIVE,SILVER,NISSAN,AZ,NISSAN.ALTIMA
TRAIN,4082,45,NO,88435,FAMILY.LARGE,Domestic,9,SEVEN+,GREEN,OLDSMOBILE,FL,OLDSMOBILE.88
TRAIN,4272,80,NO,69587,ECONOMY,Domestic,5,FIVE,RED,FORD,CA,FORD.ESCORT
TRAIN,4243,10,NO,77807,ECONOMY,Domestic,4,FOUR,GOLD,FORD,TX,FORD.ESCORT
TRAIN,4218,51,NO,64319,FAMILY.SMALL,Domestic,4,FOUR,WHITE,FORD,FL,FORD.ESCORT
TRAIN,4812,119,YES,85884,FAMILY.MEDIUM,Domestic,6,SIX,BLACK,CHEVROLET,VA,CHEVROLET.LUMINA
TRAIN,4522,18,NO,80698,FAMILY.SMALL,Import,6,SIX,GOLD,MAZDA,CA,MAZDA.PROTEGE
TRAIN,4065,75,NO,102120,FAMILY.MEDIUM,Domestic,9,SEVEN+,WHITE,PONTIAC,FL,PONTIAC.BONNEVILLE
TRAIN,6445,8,NO,82889,FAMILY.LARGE,Domestic,5,FIVE,GREEN,PONTIAC,CA,PONTIAC.GRAND PRIX
TRAIN,4825,199,YES,88274,FAMILY.LARGE,Domestic,8,SEVEN+,PURPLE,OLDSMOBILE,FL,OLDSMOBILE.88
TRAIN,4791,11,NO,73431,FAMILY.MEDIUM,Domestic,4,FOUR,BLACK,FORD,TX,FORD.TAURUS
TRAIN,4579,66,NO,95919,FAMILY.LARGE,Domestic,8,SEVEN+,BLUE,BUICK,GA,BUICK.LESABRE
TRAIN,6287,5,NO,76706,FAMILY.SMALL,Import,6,SIX,SILVER,HONDA,TX,HONDA.CIVIC
TRAIN,5084,0,NO,76086,FAMILY.LARGE,Domestic,3,ONE-THREE,WHITE,FORD,CA,FORD.TAURUS
TRAIN,5414,66,NO,32327,FAMILY.SMALL,Import,3,ONE-THREE,SILVER,KIA,CA,KIA.SEPHIA
TRAIN,5313,103,YES,51634,ECONOMY,Domestic,6,SIX,GREEN,PONTIAC,GA,PONTIAC.SUNFIRE
TRAIN,5042,5,NO,59007,FAMILY.SMALL,Domestic,4,FOUR,GREEN,FORD,GA,FORD.CONTOUR
TRAIN,6600,34,NO,63822,FAMILY.MEDIUM,Domestic,2,ONE-THREE,GREEN,PONTIAC,TX,PONTIAC.GRAND PRIX
TRAIN,4293,41,NO,95140,FAMILY.LARGE,Domestic,8,SEVEN+,GREEN,BUICK,VA,BUICK.LESABRE
TRAIN,4836,5,NO,68144,ECONOMY,Import,5,FIVE,GOLD,MAZDA,TX,MAZDA.PROTEGE
TRAIN,6166,3,NO,58188,FAMILY.MEDIUM,Domestic,3,ONE-THREE,PURPLE,DODGE,TX,DODGE.STRATUS
TRAIN,4725,2,NO,83653,FAMILY.SMALL,Import,5,FIVE,BLUE,HONDA,TX,HONDA.CIVIC
TRAIN,4095,7,NO,80266,ECONOMY,Domestic,6,SIX,RED,PONTIAC,TX,PONTIAC.SUNFIRE
TRAIN,5041,135,YES,77094,FAMILY.MEDIUM,Domestic,7,SEVEN+,GOLD,OLDSMOBILE,AZ,OLDSMOBILE.98
TRAIN,5920,173,YES,76877,FAMILY.MEDIUM,Domestic,5,FIVE,GOLD,FORD,AZ,FORD.CONTOUR
TRAIN,5130,11,NO,81768,FAMILY.MEDIUM,Domestic,5,FIVE,SILVER,FORD,AZ,FORD.TAURUS
TRAIN,5959,1,NO,70829,FAMILY.MEDIUM,Domestic,4,FOUR,SILVER,OLDSMOBILE,GA,OLDSMOBILE.CUTLASS
TRAIN,2670,10,NO,62338,FAMILY.SMALL,Import,5,FIVE,WHITE,HYUNDAI,AZ,HYUNDAI.ACCENT
TRAIN,4104,148,YES,79931,ECONOMY,Domestic,6,SIX,RED,MERCURY,FL,MERCURY.TRACER
TRAIN,5208,2,NO,87250,FAMILY.MEDIUM,Domestic,5,FIVE,GREEN,CHRYSLER,TX,CHRYSLER.CIRRUS
TRAIN,5813,16,NO,46816,FAMILY.MEDIUM,Import,7,SEVEN+,BLUE,NISSAN,CA,NISSAN.SENTRA
TRAIN,4703,8,NO,75437,FAMILY.MEDIUM,Domestic,4,FOUR,GOLD,CHEVROLET,GA,CHEVROLET.LUMINA
TRAIN,3901,8,NO,94759,LUXURY,Import,6,SIX,RED,NISSAN,VA,NISSAN.SENTRA
TRAIN,5049,36,NO,54471,ECONOMY,Domestic,5,FIVE,GREEN,DODGE,TX,DODGE.NEON
TRAIN,5812,101,YES,100617,FAMILY.SMALL,Import,5,FIVE,PURPLE,NISSAN,CA,NISSAN.SENTRA
TRAIN,6928,13,NO,65882,FAMILY.MEDIUM,Import,5,FIVE,SILVER,NISSAN,AZ,NISSAN.ALTIMA
TRAIN,5699,3,NO,48114,ECONOMY,Domestic,3,ONE-THREE,SILVER,PLYMOUTH,GA,PLYMOUTH.NEON
TRAIN,4801,101,YES,82048,FAMILY.LARGE,Domestic,7,SEVEN+,WHITE,FORD,CA,FORD.CROWN VICTORIA
TRAIN,3287,51,NO,70517,FAMILY.MEDIUM,Domestic,7,SEVEN+,WHITE,OLDSMOBILE,FL,OLDSMOBILE.CUTLASS SUPREME
TRAIN,4147,15,NO,71260,FAMILY.SMALL,Import,6,SIX,BLUE,GEO,TX,GEO.PRIZM
TRAIN,5320,68,NO,38617,ECONOMY,Domestic,4,FOUR,RED,FORD,GA,FORD.ESCORT
TRAIN,7111,2,NO,74199,FAMILY.LARGE,Domestic,6,SIX,SILVER,PONTIAC,VA,PONTIAC.BONNEVILLE
TRAIN,4349,18,NO,76071,FAMILY.SMALL,Import,5,FIVE,GREEN,GEO,FL,GEO.PRIZM
TRAIN,4959,3,NO,56746,ECONOMY,Domestic,3,ONE-THREE,GOLD,FORD,GA,FORD.ESCORT
TRAIN,4574,124,YES,97708,LUXURY,Import,8,SEVEN+,BLACK,NISSAN,TX,NISSAN.ALTIMA
TRAIN,5072,127,YES,35425,FAMILY.SMALL,Import,4,FOUR,GREEN,KIA,CA,KIA.SEPHIA
TRAIN,4363,101,YES,92791,FAMILY.MEDIUM,Domestic,8,SEVEN+,BLACK,PONTIAC,FL,PONTIAC.GRAND PRIX
TRAIN,5044,33,NO,81832,FAMILY.SMALL,Import,7,SEVEN+,SILVER,HONDA,TX,HONDA.CIVIC
TRAIN,5358,92,YES,43359,FAMILY.SMALL,Domestic,5,FIVE,RED,PONTIAC,GA,PONTIAC.GRAND AM
TRAIN,5438,2,NO,72510,FAMILY.MEDIUM,Domestic,6,SIX,GREEN,OLDSMOBILE,GA,OLDSMOBILE.CUTLASS SUPREME
TRAIN,6248,113,YES,70587,FAMILY.SMALL,Domestic,4,FOUR,WHITE,FORD,AZ,FORD.CONTOUR
TRAIN,4415,12,NO,43892,ECONOMY,Domestic,4,FOUR,GREEN,PLYMOUTH,TX,PLYMOUTH.NEON
TRAIN,4752,19,NO,67299,FAMILY.MEDIUM,Domestic,5,FIVE,SILVER,PLYMOUTH,TX,PLYMOUTH.BREEZE
TRAIN,5951,11,NO,96329,FAMILY.MEDIUM,Import,8,SEVEN+,GREEN,TOYOTA,AZ,TOYOTA.CAMRY
TRAIN,6052,9,NO,69867,FAMILY.MEDIUM,Domestic,5,FIVE,GREEN,PLYMOUTH,TX,PLYMOUTH.BREEZE
TRAIN,5023,6,NO,87150,FAMILY.LARGE,Domestic,7,SEVEN+,SILVER,CADILLAC,VA,CADILLAC.DEVILLE
TRAIN,4266,10,NO,55156,FAMILY.LARGE,Domestic,7,SEVEN+,GOLD,BUICK,TX,BUICK.LESABRE
TRAIN,4309,227,YES,77720,FAMILY.MEDIUM,Domestic,9,SEVEN+,WHITE,CHEVROLET,FL,CHEVROLET.LUMINA
TRAIN,5630,12,NO,47766,ECONOMY,Domestic,2,ONE-THREE,BLACK,DODGE,TX,DODGE.NEON
TRAIN,4289,8,NO,51206,FAMILY.SMALL,Domestic,5,FIVE,GOLD,PONTIAC,FL,PONTIAC.SUNFIRE
TRAIN,5198,1,NO,60932,FAMILY.MEDIUM,Domestic,4,FOUR,BLUE,CHEVROLET,AZ,CHEVROLET.CAVALIER
TRAIN,4284,49,NO,79120,FAMILY.MEDIUM,Domestic,7,SEVEN+,SILVER,BUICK,CA,BUICK.LESABRE
TRAIN,3697,39,NO,70954,ECONOMY,Domestic,5,FIVE,GREEN,FORD,TX,FORD.ESCORT
TRAIN,4960,205,YES,86074,FAMILY.MEDIUM,Domestic,6,SIX,BLUE,PONTIAC,TX,PONTIAC.GRAND PRIX
TRAIN,5443,92,YES,105604,FAMILY.MEDIUM,Import,10,SEVEN+,WHITE,HONDA,AZ,HONDA.ACCORD
TRAIN,4518,158,YES,93767,LUXURY,Import,8,SEVEN+,PURPLE,TOYOTA,FL,TOYOTA.COROLLA
TRAIN,5778,172,YES,13345,FAMILY.MEDIUM,Import,2,ONE-THREE,WHITE,DAEWOO,AZ,DAEWOO.LANOS
TRAIN,4927,20,NO,32340,FAMILY.SMALL,Import,2,ONE-THREE,BLUE,KIA,CA,KIA.SEPHIA
TRAIN,4338,52,NO,93979,FAMILY.LARGE,Domestic,5,FIVE,GREEN,CHEVROLET,TX,CHEVROLET.LUMINA
TRAIN,3752,5,NO,93843,FAMILY.SMALL,Domestic,6,SIX,GREEN,PONTIAC,GA,PONTIAC.GRAND AM
TRAIN,5395,41,NO,87505,FAMILY.MEDIUM,Domestic,9,SEVEN+,BLACK,CADILLAC,AZ,CADILLAC.SEVILLE
TRAIN,3221,79,NO,88306,FAMILY.MEDIUM,Domestic,7,SEVEN+,BLUE,BUICK,AZ,BUICK.REGAL
TRAIN,4658,42,NO,80868,FAMILY.LARGE,Domestic,6,SIX,BLUE,PONTIAC,CA,PONTIAC.GRAND PRIX
TRAIN,4230,42,NO,69072,ECONOMY,Domestic,6,SIX,BLUE,PLYMOUTH,TX,PLYMOUTH.NEON
TRAIN,6096,133,YES,92357,FAMILY.LARGE,Domestic,6,SIX,BLUE,BUICK,TX,BUICK.LESABRE
TRAIN,5207,110,YES,79508,FAMILY.MEDIUM,Import,7,SEVEN+,RED,TOYOTA,AZ,TOYOTA.COROLLA
TRAIN,4261,3,NO,40301,ECONOMY,Domestic,5,FIVE,BLACK,FORD,CA,FORD.ESCORT
TRAIN,4047,6,NO,79643,FAMILY.MEDIUM,Import,7,SEVEN+,PURPLE,MITSUBISHI,FL,MITSUBISHI.GALANT
TRAIN,4507,29,NO,95061,FAMILY.MEDIUM,Import,5,FIVE,SILVER,MITSUBISHI,TX,MITSUBISHI.GALANT
TRAIN,3381,9,NO,66711,ECONOMY,Domestic,4,FOUR,PURPLE,DODGE,TX,DODGE.NEON
TRAIN,4098,9,NO,84355,FAMILY.MEDIUM,Domestic,7,SEVEN+,BLUE,BUICK,VA,BUICK.REGAL
TRAIN,4575,15,NO,73052,FAMILY.MEDIUM,Domestic,4,FOUR,WHITE,MERCURY,GA,MERCURY.MYSTIQUE
TRAIN,4505,80,NO,73610,ECONOMY,Import,6,SIX,PURPLE,HYUNDAI,NV,HYUNDAI.ACCENT
TRAIN,4274,45,NO,100046,FAMILY.LARGE,Domestic,10,SEVEN+,BLUE,BUICK,GA,BUICK.LESABRE
TRAIN,3720,16,NO,48417,FAMILY.SMALL,Domestic,5,FIVE,WHITE,DODGE,CA,DODGE.NEON
TRAIN,5909,2,NO,86897,LUXURY,Domestic,8,SEVEN+,WHITE,CADILLAC,GA,CADILLAC.DEVILLE
TRAIN,6374,38,NO,80418,LUXURY,Domestic,6,SIX,BLACK,CADILLAC,FL,CADILLAC.DEVILLE
TRAIN,4960,1,NO,86570,FAMILY.LARGE,Domestic,7,SEVEN+,WHITE,OLDSMOBILE,GA,OLDSMOBILE.88
TRAIN,6527,187,YES,69447,FAMILY.MEDIUM,Domestic,7,SEVEN+,GOLD,OLDSMOBILE,TX,OLDSMOBILE.CIERA
TRAIN,5876,29,NO,93047,FAMILY.SMALL,Import,5,FIVE,BLUE,TOYOTA,CA,TOYOTA.COROLLA
TRAIN,3767,19,NO,81404,FAMILY.MEDIUM,Domestic,6,SIX,BLACK,FORD,CA,FORD.CONTOUR
TRAIN,5186,116,YES,94155,FAMILY.MEDIUM,Domestic,7,SEVEN+,BLACK,PONTIAC,FL,PONTIAC.BONNEVILLE
TRAIN,6385,189,YES,50421,ECONOMY,Import,5,FIVE,WHITE,GEO,FL,GEO.PRIZM
TRAIN,4502,1,NO,89481,LUXURY,Import,8,SEVEN+,SILVER,HONDA,FL,HONDA.CIVIC
TRAIN,4708,123,YES,74148,FAMILY.MEDIUM,Domestic,5,FIVE,PURPLE,MERCURY,VA,MERCURY.TRACER
TRAIN,5179,44,NO,66704,FAMILY.MEDIUM,Domestic,4,FOUR,GREEN,BUICK,TX,BUICK.CENTURY
TRAIN,5088,100,YES,74717,ECONOMY,Domestic,5,FIVE,WHITE,FORD,VA,FORD.ESCORT
TRAIN,4922,71,NO,92722,FAMILY.MEDIUM,Import,4,FOUR,WHITE,MITSUBISHI,TX,MITSUBISHI.GALANT
TRAIN,3849,4,NO,80787,LUXURY,Import,9,SEVEN+,SILVER,HONDA,FL,HONDA.CIVIC
TRAIN,5312,16,NO,81998,FAMILY.MEDIUM,Domestic,4,FOUR,PURPLE,CHEVROLET,GA,CHEVROLET.LUMINA
TRAIN,5710,24,NO,49598,FAMILY.MEDIUM,Domestic,4,FOUR,GREEN,CHEVROLET,TX,CHEVROLET.MALIBU
TRAIN,4025,18,NO,57298,FAMILY.SMALL,Domestic,5,FIVE,PURPLE,BUICK,TX,BUICK.SKYLARK
