id,profile,setid,position,brand,compat,perform,reliab,learn,price,choice,buy
377,59,15,Bottom-Left,HP,1,2,1,8,7,0,0
377,60,15,Bottom-Right,Sony,2,1,2,6,2,0,0
377,61,16,Top-Left,Gateway,8,2,1,4,3,0,0
377,62,16,Top-Right,IBM,3,1,2,1,5,0,0
377,63,16,Bottom-Left,Compaq,5,4,2,3,1,1,1
377,64,16,Bottom-Right,Dell,2,1,1,7,4,0,0
380,1,1,Top-Left,Sun,1,4,2,8,8,0,0
380,2,1,Top-Right,Apple,7,3,1,6,3,0,0
380,3,1,Bottom-Left,IBM,6,1,2,4,4,1,1
380,4,1,Bottom-Right,Compaq,8,3,2,2,7,0,0
380,5,2,Top-Left,Gateway,4,2,2,2,2,0,0
380,6,2,Top-Right,Sony,8,4,1,5,8,1,1
380,7,2,Bottom-Left,Sun,1,1,2,7,3,0,0
380,8,2,Bottom-Right,Dell,5,3,1,4,5,0,0
380,9,3,Top-Left,Dell,4,4,1,6,7,0,0
380,10,3,Top-Right,Sony,7,2,2,2,6,0,0
380,11,3,Bottom-Left,Apple,3,3,2,8,2,0,0
380,12,3,Bottom-Right,HP,8,1,1,2,5,1,1
380,13,4,Top-Left,Compaq,6,2,1,6,5,0,0
380,14,4,Top-Right,IBM,5,4,1,2,3,1,1
380,15,4,Bottom-Left,HP,7,3,2,7,1,0,0
380,16,4,Bottom-Right,Apple,2,1,1,4,7,0,0
380,17,5,Top-Left,Sony,6,1,1,8,3,0,0
380,18,5,Top-Right,Compaq,5,4,2,3,1,0,0
380,19,5,Bottom-Left,Dell,1,3,2,2,8,0,0
380,20,5,Bottom-Right,Gateway,8,2,1,1,1,1,1
380,21,6,Top-Left,IBM,1,4,2,4,2,0,0
380,22,6,Top-Right,Dell,8,4,2,8,6,1,1
380,23,6,Bottom-Left,Sun,4,2,1,3,4,0,0
380,24,6,Bottom-Right,Gateway,6,3,1,1,8,0,0
380,25,7,Top-Left,HP,2,4,2,1,3,0,0
380,26,7,Top-Right,Compaq,7,2,1,2,5,0,0
380,27,7,Bottom-Left,Sony,1,3,1,3,6,0,0
380,28,7,Bottom-Right,IBM,6,2,2,7,7,1,1
380,29,8,Top-Left,Dell,6,1,2,5,1,1,1
380,30,8,Top-Right,HP,5,2,2,6,6,0,0
380,31,8,Bottom-Left,Gateway,2,3,2,3,5,0,0
380,32,8,Bottom-Right,Compaq,1,4,1,1,4,0,0
380,33,9,Top-Left,Apple,1,2,2,5,5,0,0
380,34,9,Top-Right,Gateway,3,4,1,7,6,0,0
380,35,9,Bottom-Left,IBM,7,1,1,3,8,0,0
380,36,9,Bottom-Right,Sony,5,3,2,1,7,1,1
380,37,10,Top-Left,HP,4,1,2,4,8,0,0
380,38,10,Top-Right,Dell,8,3,2,1,2,1,1
380,39,10,Bottom-Left,IBM,2,2,1,5,6,0,0
380,40,10,Bottom-Right,Sun,7,4,1,8,5,0,0
380,41,11,Top-Left,Compaq,4,3,2,5,3,0,0
380,42,11,Top-Right,Sun,3,4,2,6,8,0,0
380,43,11,Bottom-Left,Gateway,5,1,2,8,4,0,0
380,44,11,Bottom-Right,HP,6,4,1,3,2,1,1
380,45,12,Top-Left,IBM,8,3,2,6,4,0,0
380,46,12,Top-Right,Gateway,7,4,2,5,7,1,1
380,47,12,Bottom-Left,Sony,3,2,1,2,1,0,0
380,48,12,Bottom-Right,Apple,4,1,1,1,6,0,0
380,49,13,Top-Left,Sun,5,1,1,5,2,0,0
380,50,13,Top-Right,Apple,6,4,2,2,4,0,0
380,51,13,Bottom-Left,Dell,3,2,2,3,3,1,1
380,52,13,Bottom-Right,IBM,4,3,1,8,1,0,0
380,53,14,Top-Left,Sony,4,4,2,7,5,1,1
380,54,14,Top-Right,HP,3,3,1,5,4,0,0
380,55,14,Bottom-Left,Compaq,2,2,2,8,8,0,0
380,56,14,Bottom-Right,Gateway,1,1,1,6,1,0,0
380,57,15,Top-Left,Apple,5,2,1,7,8,0,0
380,58,15,Top-Right,Sun,6,3,2,4,6,1,0
380,59,15,Bottom-Left,HP,1,2,1,8,7,0,0
380,60,15,Bottom-Right,Sony,2,1,2,6,2,0,0
380,61,16,Top-Left,Gateway,8,2,1,4,3,1,1
380,62,16,Top-Right,IBM,3,1,2,1,5,0,0
380,63,16,Bottom-Left,Compaq,5,4,2,3,1,0,0
380,64,16,Bottom-Right,Dell,2,1,1,7,4,0,0
382,1,1,Top-Left,Sun,1,4,2,8,8,0,0
382,2,1,Top-Right,Apple,7,3,1,6,3,0,0
382,3,1,Bottom-Left,IBM,6,1,2,4,4,0,0
382,4,1,Bottom-Right,Compaq,8,3,2,2,7,1,1
382,5,2,Top-Left,Gateway,4,2,2,2,2,0,0
382,6,2,Top-Right,Sony,8,4,1,5,8,0,0
382,7,2,Bottom-Left,Sun,1,1,2,7,3,1,1
382,8,2,Bottom-Right,Dell,5,3,1,4,5,0,0
382,9,3,Top-Left,Dell,4,4,1,6,7,0,0
382,10,3,Top-Right,Sony,7,2,2,2,6,0,0
382,11,3,Bottom-Left,Apple,3,3,2,8,2,1,0
382,12,3,Bottom-Right,HP,8,1,1,2,5,0,0
382,13,4,Top-Left,Compaq,6,2,1,6,5,0,0
382,14,4,Top-Right,IBM,5,4,1,2,3,0,0
382,15,4,Bottom-Left,HP,7,3,2,7,1,0,0
382,16,4,Bottom-Right,Apple,2,1,1,4,7,1,1
382,17,5,Top-Left,Sony,6,1,1,8,3,0,0
382,18,5,Top-Right,Compaq,5,4,2,3,1,1,1
382,19,5,Bottom-Left,Dell,1,3,2,2,8,0,0
382,20,5,Bottom-Right,Gateway,8,2,1,1,1,0,0
382,21,6,Top-Left,IBM,1,4,2,4,2,0,0
382,22,6,Top-Right,Dell,8,4,2,8,6,0,0
382,23,6,Bottom-Left,Sun,4,2,1,3,4,0,0
382,24,6,Bottom-Right,Gateway,6,3,1,1,8,1,1
382,25,7,Top-Left,HP,2,4,2,1,3,0,0
382,26,7,Top-Right,Compaq,7,2,1,2,5,1,1
382,27,7,Bottom-Left,Sony,1,3,1,3,6,0,0
382,28,7,Bottom-Right,IBM,6,2,2,7,7,0,0
382,29,8,Top-Left,Dell,6,1,2,5,1,0,0
382,30,8,Top-Right,HP,5,2,2,6,6,0,0
382,31,8,Bottom-Left,Gateway,2,3,2,3,5,0,0
382,32,8,Bottom-Right,Compaq,1,4,1,1,4,1,0
382,33,9,Top-Left,Apple,1,2,2,5,5,0,0
382,34,9,Top-Right,Gateway,3,4,1,7,6,0,0
382,35,9,Bottom-Left,IBM,7,1,1,3,8,1,0
382,36,9,Bottom-Right,Sony,5,3,2,1,7,0,0
382,37,10,Top-Left,HP,4,1,2,4,8,0,0
382,38,10,Top-Right,Dell,8,3,2,1,2,1,1
382,39,10,Bottom-Left,IBM,2,2,1,5,6,0,0
382,40,10,Bottom-Right,Sun,7,4,1,8,5,0,0
382,41,11,Top-Left,Compaq,4,3,2,5,3,0,0
382,42,11,Top-Right,Sun,3,4,2,6,8,0,0
382,43,11,Bottom-Left,Gateway,5,1,2,8,4,0,0
382,44,11,Bottom-Right,HP,6,4,1,3,2,1,1
382,45,12,Top-Left,IBM,8,3,2,6,4,1,1
382,46,12,Top-Right,Gateway,7,4,2,5,7,0,0
382,47,12,Bottom-Left,Sony,3,2,1,2,1,0,0
382,48,12,Bottom-Right,Apple,4,1,1,1,6,0,0
382,49,13,Top-Left,Sun,5,1,1,5,2,0,0
382,50,13,Top-Right,Apple,6,4,2,2,4,1,1
382,51,13,Bottom-Left,Dell,3,2,2,3,3,0,0
382,52,13,Bottom-Right,IBM,4,3,1,8,1,0,0
382,53,14,Top-Left,Sony,4,4,2,7,5,1,0
382,54,14,Top-Right,HP,3,3,1,5,4,0,0
382,55,14,Bottom-Left,Compaq,2,2,2,8,8,0,0
382,56,14,Bottom-Right,Gateway,1,1,1,6,1,0,0
382,57,15,Top-Left,Apple,5,2,1,7,8,0,0
382,58,15,Top-Right,Sun,6,3,2,4,6,1,1
382,59,15,Bottom-Left,HP,1,2,1,8,7,0,0
382,60,15,Bottom-Right,Sony,2,1,2,6,2,0,0
382,61,16,Top-Left,Gateway,8,2,1,4,3,0,0
382,62,16,Top-Right,IBM,3,1,2,1,5,0,0
382,63,16,Bottom-Left,Compaq,5,4,2,3,1,1,1
382,64,16,Bottom-Right,Dell,2,1,1,7,4,0,0
386,1,1,Top-Left,Sun,1,4,2,8,8,0,0
386,2,1,Top-Right,Apple,7,3,1,6,3,0,0
386,3,1,Bottom-Left,IBM,6,1,2,4,4,0,0
386,4,1,Bottom-Right,Compaq,8,3,2,2,7,1,0
386,5,2,Top-Left,Gateway,4,2,2,2,2,1,1
386,6,2,Top-Right,Sony,8,4,1,5,8,0,0
386,7,2,Bottom-Left,Sun,1,1,2,7,3,0,0
386,8,2,Bottom-Right,Dell,5,3,1,4,5,0,0
386,9,3,Top-Left,Dell,4,4,1,6,7,0,0
386,10,3,Top-Right,Sony,7,2,2,2,6,0,0
386,11,3,Bottom-Left,Apple,3,3,2,8,2,0,0
386,12,3,Bottom-Right,HP,8,1,1,2,5,1,0
386,13,4,Top-Left,Compaq,6,2,1,6,5,0,0
386,14,4,Top-Right,IBM,5,4,1,2,3,0,0
386,15,4,Bottom-Left,HP,7,3,2,7,1,1,0
386,16,4,Bottom-Right,Apple,2,1,1,4,7,0,0
386,17,5,Top-Left,Sony,6,1,1,8,3,0,0
386,18,5,Top-Right,Compaq,5,4,2,3,1,1,1
386,19,5,Bottom-Left,Dell,1,3,2,2,8,0,0
386,20,5,Bottom-Right,Gateway,8,2,1,1,1,0,0
386,21,6,Top-Left,IBM,1,4,2,4,2,1,0
386,22,6,Top-Right,Dell,8,4,2,8,6,0,0
386,23,6,Bottom-Left,Sun,4,2,1,3,4,0,0
386,24,6,Bottom-Right,Gateway,6,3,1,1,8,0,0
386,25,7,Top-Left,HP,2,4,2,1,3,1,0
386,26,7,Top-Right,Compaq,7,2,1,2,5,0,0
386,27,7,Bottom-Left,Sony,1,3,1,3,6,0,0
386,28,7,Bottom-Right,IBM,6,2,2,7,7,0,0
386,29,8,Top-Left,Dell,6,1,2,5,1,0,0
386,30,8,Top-Right,HP,5,2,2,6,6,0,0
386,31,8,Bottom-Left,Gateway,2,3,2,3,5,0,0
386,32,8,Bottom-Right,Compaq,1,4,1,1,4,1,0
386,33,9,Top-Left,Apple,1,2,2,5,5,0,0
386,34,9,Top-Right,Gateway,3,4,1,7,6,0,0
386,35,9,Bottom-Left,IBM,7,1,1,3,8,0,0
386,36,9,Bottom-Right,Sony,5,3,2,1,7,1,0
386,37,10,Top-Left,HP,4,1,2,4,8,0,0
386,38,10,Top-Right,Dell,8,3,2,1,2,1,1
386,39,10,Bottom-Left,IBM,2,2,1,5,6,0,0
386,40,10,Bottom-Right,Sun,7,4,1,8,5,0,0
386,41,11,Top-Left,Compaq,4,3,2,5,3,0,0
386,42,11,Top-Right,Sun,3,4,2,6,8,1,0
386,43,11,Bottom-Left,Gateway,5,1,2,8,4,0,0
386,44,11,Bottom-Right,HP,6,4,1,3,2,0,0
386,45,12,Top-Left,IBM,8,3,2,6,4,1,0
386,46,12,Top-Right,Gateway,7,4,2,5,7,0,0
386,47,12,Bottom-Left,Sony,3,2,1,2,1,0,0
386,48,12,Bottom-Right,Apple,4,1,1,1,6,0,0
386,49,13,Top-Left,Sun,5,1,1,5,2,0,0
386,50,13,Top-Right,Apple,6,4,2,2,4,0,0
386,51,13,Bottom-Left,Dell,3,2,2,3,3,0,0
386,52,13,Bottom-Right,IBM,4,3,1,8,1,1,1
386,53,14,Top-Left,Sony,4,4,2,7,5,0,0
386,54,14,Top-Right,HP,3,3,1,5,4,1,0
386,55,14,Bottom-Left,Compaq,2,2,2,8,8,0,0
386,56,14,Bottom-Right,Gateway,1,1,1,6,1,0,0
386,57,15,Top-Left,Apple,5,2,1,7,8,0,0
386,58,15,Top-Right,Sun,6,3,2,4,6,1,0
386,59,15,Bottom-Left,HP,1,2,1,8,7,0,0
386,60,15,Bottom-Right,Sony,2,1,2,6,2,0,0
386,61,16,Top-Left,Gateway,8,2,1,4,3,1,0
386,62,16,Top-Right,IBM,3,1,2,1,5,0,0
386,63,16,Bottom-Left,Compaq,5,4,2,3,1,0,0
386,64,16,Bottom-Right,Dell,2,1,1,7,4,0,0
398,1,1,Top-Left,Sun,1,4,2,8,8,0,0
398,2,1,Top-Right,Apple,7,3,1,6,3,0,0
398,3,1,Bottom-Left,IBM,6,1,2,4,4,0,0
398,4,1,Bottom-Right,Compaq,8,3,2,2,7,1,1
398,5,2,Top-Left,Gateway,4,2,2,2,2,1,1
398,6,2,Top-Right,Sony,8,4,1,5,8,0,0
398,7,2,Bottom-Left,Sun,1,1,2,7,3,0,0
398,8,2,Bottom-Right,Dell,5,3,1,4,5,0,0
398,9,3,Top-Left,Dell,4,4,1,6,7,0,0
398,10,3,Top-Right,Sony,7,2,2,2,6,1,0
398,11,3,Bottom-Left,Apple,3,3,2,8,2,0,0
398,12,3,Bottom-Right,HP,8,1,1,2,5,0,0
398,13,4,Top-Left,Compaq,6,2,1,6,5,0,0
398,14,4,Top-Right,IBM,5,4,1,2,3,1,0
398,15,4,Bottom-Left,HP,7,3,2,7,1,0,0
398,16,4,Bottom-Right,Apple,2,1,1,4,7,0,0
398,17,5,Top-Left,Sony,6,1,1,8,3,0,0
398,18,5,Top-Right,Compaq,5,4,2,3,1,0,0
398,19,5,Bottom-Left,Dell,1,3,2,2,8,0,0
398,20,5,Bottom-Right,Gateway,8,2,1,1,1,1,1
398,21,6,Top-Left,IBM,1,4,2,4,2,0,0
398,22,6,Top-Right,Dell,8,4,2,8,6,0,0
398,23,6,Bottom-Left,Sun,4,2,1,3,4,0,0
398,24,6,Bottom-Right,Gateway,6,3,1,1,8,1,1
398,25,7,Top-Left,HP,2,4,2,1,3,1,1
398,26,7,Top-Right,Compaq,7,2,1,2,5,0,0
398,27,7,Bottom-Left,Sony,1,3,1,3,6,0,0
398,28,7,Bottom-Right,IBM,6,2,2,7,7,0,0
398,29,8,Top-Left,Dell,6,1,2,5,1,0,0
398,30,8,Top-Right,HP,5,2,2,6,6,1,1
398,31,8,Bottom-Left,Gateway,2,3,2,3,5,0,0
398,32,8,Bottom-Right,Compaq,1,4,1,1,4,0,0
398,33,9,Top-Left,Apple,1,2,2,5,5,0,0
398,34,9,Top-Right,Gateway,3,4,1,7,6,0,0
398,35,9,Bottom-Left,IBM,7,1,1,3,8,0,0
398,36,9,Bottom-Right,Sony,5,3,2,1,7,1,1
398,37,10,Top-Left,HP,4,1,2,4,8,0,0
398,38,10,Top-Right,Dell,8,3,2,1,2,1,1
398,39,10,Bottom-Left,IBM,2,2,1,5,6,0,0
398,40,10,Bottom-Right,Sun,7,4,1,8,5,0,0
398,41,11,Top-Left,Compaq,4,3,2,5,3,0,0
398,42,11,Top-Right,Sun,3,4,2,6,8,1,0
398,43,11,Bottom-Left,Gateway,5,1,2,8,4,0,0
398,44,11,Bottom-Right,HP,6,4,1,3,2,0,0
398,45,12,Top-Left,IBM,8,3,2,6,4,0,0
398,46,12,Top-Right,Gateway,7,4,2,5,7,1,1
398,47,12,Bottom-Left,Sony,3,2,1,2,1,0,0
398,48,12,Bottom-Right,Apple,4,1,1,1,6,0,0
398,49,13,Top-Left,Sun,5,1,1,5,2,0,0
398,50,13,Top-Right,Apple,6,4,2,2,4,1,1
398,51,13,Bottom-Left,Dell,3,2,2,3,3,0,0
398,52,13,Bottom-Right,IBM,4,3,1,8,1,0,0
398,53,14,Top-Left,Sony,4,4,2,7,5,1,0
398,54,14,Top-Right,HP,3,3,1,5,4,0,0
398,55,14,Bottom-Left,Compaq,2,2,2,8,8,0,0
398,56,14,Bottom-Right,Gateway,1,1,1,6,1,0,0
398,57,15,Top-Left,Apple,5,2,1,7,8,0,0
398,58,15,Top-Right,Sun,6,3,2,4,6,1,0
398,59,15,Bottom-Left,HP,1,2,1,8,7,0,0
398,60,15,Bottom-Right,Sony,2,1,2,6,2,0,0
398,61,16,Top-Left,Gateway,8,2,1,4,3,0,0
398,62,16,Top-Right,IBM,3,1,2,1,5,0,0
398,63,16,Bottom-Left,Compaq,5,4,2,3,1,1,1
398,64,16,Bottom-Right,Dell,2,1,1,7,4,0,0
401,1,1,Top-Left,Sun,1,4,2,8,8,0,0
401,2,1,Top-Right,Apple,7,3,1,6,3,1,1
401,3,1,Bottom-Left,IBM,6,1,2,4,4,0,0
401,4,1,Bottom-Right,Compaq,8,3,2,2,7,0,0
401,5,2,Top-Left,Gateway,4,2,2,2,2,1,1
401,6,2,Top-Right,Sony,8,4,1,5,8,0,0
401,7,2,Bottom-Left,Sun,1,1,2,7,3,0,0
401,8,2,Bottom-Right,Dell,5,3,1,4,5,0,0
401,9,3,Top-Left,Dell,4,4,1,6,7,0,0
401,10,3,Top-Right,Sony,7,2,2,2,6,1,1
401,11,3,Bottom-Left,Apple,3,3,2,8,2,0,0
401,12,3,Bottom-Right,HP,8,1,1,2,5,0,0
401,13,4,Top-Left,Compaq,6,2,1,6,5,0,0
401,14,4,Top-Right,IBM,5,4,1,2,3,0,0
401,15,4,Bottom-Left,HP,7,3,2,7,1,0,0
401,16,4,Bottom-Right,Apple,2,1,1,4,7,1,0
401,17,5,Top-Left,Sony,6,1,1,8,3,0,0
401,18,5,Top-Right,Compaq,5,4,2,3,1,1,1
401,19,5,Bottom-Left,Dell,1,3,2,2,8,0,0
401,20,5,Bottom-Right,Gateway,8,2,1,1,1,0,0
401,21,6,Top-Left,IBM,1,4,2,4,2,0,0
401,22,6,Top-Right,Dell,8,4,2,8,6,1,0
401,23,6,Bottom-Left,Sun,4,2,1,3,4,0,0
401,24,6,Bottom-Right,Gateway,6,3,1,1,8,0,0
401,25,7,Top-Left,HP,2,4,2,1,3,1,1
401,26,7,Top-Right,Compaq,7,2,1,2,5,0,0
401,27,7,Bottom-Left,Sony,1,3,1,3,6,0,0
401,28,7,Bottom-Right,IBM,6,2,2,7,7,0,0
401,29,8,Top-Left,Dell,6,1,2,5,1,0,0
401,30,8,Top-Right,HP,5,2,2,6,6,1,1
401,31,8,Bottom-Left,Gateway,2,3,2,3,5,0,0
401,32,8,Bottom-Right,Compaq,1,4,1,1,4,0,0
401,33,9,Top-Left,Apple,1,2,2,5,5,0,0
401,34,9,Top-Right,Gateway,3,4,1,7,6,1,0
401,35,9,Bottom-Left,IBM,7,1,1,3,8,0,0
401,36,9,Bottom-Right,Sony,5,3,2,1,7,0,0
401,37,10,Top-Left,HP,4,1,2,4,8,0,0
401,38,10,Top-Right,Dell,8,3,2,1,2,0,0
401,39,10,Bottom-Left,IBM,2,2,1,5,6,1,0
401,40,10,Bottom-Right,Sun,7,4,1,8,5,0,0
401,41,11,Top-Left,Compaq,4,3,2,5,3,0,0
401,42,11,Top-Right,Sun,3,4,2,6,8,1,0
401,43,11,Bottom-Left,Gateway,5,1,2,8,4,0,0
401,44,11,Bottom-Right,HP,6,4,1,3,2,0,0
401,45,12,Top-Left,IBM,8,3,2,6,4,0,0
401,46,12,Top-Right,Gateway,7,4,2,5,7,1,1
401,47,12,Bottom-Left,Sony,3,2,1,2,1,0,0
401,48,12,Bottom-Right,Apple,4,1,1,1,6,0,0
401,49,13,Top-Left,Sun,5,1,1,5,2,0,0
401,50,13,Top-Right,Apple,6,4,2,2,4,0,0
401,51,13,Bottom-Left,Dell,3,2,2,3,3,1,0
401,52,13,Bottom-Right,IBM,4,3,1,8,1,0,0
401,53,14,Top-Left,Sony,4,4,2,7,5,1,1
401,54,14,Top-Right,HP,3,3,1,5,4,0,0
401,55,14,Bottom-Left,Compaq,2,2,2,8,8,0,0
401,56,14,Bottom-Right,Gateway,1,1,1,6,1,0,0
401,57,15,Top-Left,Apple,5,2,1,7,8,0,0
401,58,15,Top-Right,Sun,6,3,2,4,6,1,1
401,59,15,Bottom-Left,HP,1,2,1,8,7,0,0
401,60,15,Bottom-Right,Sony,2,1,2,6,2,0,0
401,61,16,Top-Left,Gateway,8,2,1,4,3,0,0
401,62,16,Top-Right,IBM,3,1,2,1,5,0,0
401,63,16,Bottom-Left,Compaq,5,4,2,3,1,1,1
401,64,16,Bottom-Right,Dell,2,1,1,7,4,0,0
402,1,1,Top-Left,Sun,1,4,2,8,8,0,0
402,2,1,Top-Right,Apple,7,3,1,6,3,0,0
402,3,1,Bottom-Left,IBM,6,1,2,4,4,0,0
402,4,1,Bottom-Right,Compaq,8,3,2,2,7,1,0
402,5,2,Top-Left,Gateway,4,2,2,2,2,1,1
402,6,2,Top-Right,Sony,8,4,1,5,8,0,0
402,7,2,Bottom-Left,Sun,1,1,2,7,3,0,0
402,8,2,Bottom-Right,Dell,5,3,1,4,5,0,0
402,9,3,Top-Left,Dell,4,4,1,6,7,0,0
402,10,3,Top-Right,Sony,7,2,2,2,6,1,1
402,11,3,Bottom-Left,Apple,3,3,2,8,2,0,0
402,12,3,Bottom-Right,HP,8,1,1,2,5,0,0
402,13,4,Top-Left,Compaq,6,2,1,6,5,0,0
402,14,4,Top-Right,IBM,5,4,1,2,3,0,0
402,15,4,Bottom-Left,HP,7,3,2,7,1,1,1
402,16,4,Bottom-Right,Apple,2,1,1,4,7,0,0
402,17,5,Top-Left,Sony,6,1,1,8,3,0,0
402,18,5,Top-Right,Compaq,5,4,2,3,1,0,0
402,19,5,Bottom-Left,Dell,1,3,2,2,8,0,0
402,20,5,Bottom-Right,Gateway,8,2,1,1,1,1,1
402,21,6,Top-Left,IBM,1,4,2,4,2,0,0
402,22,6,Top-Right,Dell,8,4,2,8,6,1,1
402,23,6,Bottom-Left,Sun,4,2,1,3,4,0,0
402,24,6,Bottom-Right,Gateway,6,3,1,1,8,0,0
402,25,7,Top-Left,HP,2,4,2,1,3,0,0
402,26,7,Top-Right,Compaq,7,2,1,2,5,1,0
402,27,7,Bottom-Left,Sony,1,3,1,3,6,0,0
402,28,7,Bottom-Right,IBM,6,2,2,7,7,0,0
402,29,8,Top-Left,Dell,6,1,2,5,1,1,0
402,30,8,Top-Right,HP,5,2,2,6,6,0,0
402,31,8,Bottom-Left,Gateway,2,3,2,3,5,0,0
402,32,8,Bottom-Right,Compaq,1,4,1,1,4,0,0
402,33,9,Top-Left,Apple,1,2,2,5,5,0,0
402,34,9,Top-Right,Gateway,3,4,1,7,6,0,0
402,35,9,Bottom-Left,IBM,7,1,1,3,8,0,0
402,36,9,Bottom-Right,Sony,5,3,2,1,7,1,0
402,37,10,Top-Left,HP,4,1,2,4,8,0,0
402,38,10,Top-Right,Dell,8,3,2,1,2,1,1
402,39,10,Bottom-Left,IBM,2,2,1,5,6,0,0
402,40,10,Bottom-Right,Sun,7,4,1,8,5,0,0
402,41,11,Top-Left,Compaq,4,3,2,5,3,0,0
402,42,11,Top-Right,Sun,3,4,2,6,8,0,0
402,43,11,Bottom-Left,Gateway,5,1,2,8,4,0,0
402,44,11,Bottom-Right,HP,6,4,1,3,2,1,0
402,45,12,Top-Left,IBM,8,3,2,6,4,1,1
402,46,12,Top-Right,Gateway,7,4,2,5,7,0,0
402,47,12,Bottom-Left,Sony,3,2,1,2,1,0,0
402,48,12,Bottom-Right,Apple,4,1,1,1,6,0,0
402,49,13,Top-Left,Sun,5,1,1,5,2,0,0
402,50,13,Top-Right,Apple,6,4,2,2,4,1,1
402,51,13,Bottom-Left,Dell,3,2,2,3,3,0,0
402,52,13,Bottom-Right,IBM,4,3,1,8,1,0,0
402,53,14,Top-Left,Sony,4,4,2,7,5,1,1
402,54,14,Top-Right,HP,3,3,1,5,4,0,0
402,55,14,Bottom-Left,Compaq,2,2,2,8,8,0,0
402,56,14,Bottom-Right,Gateway,1,1,1,6,1,0,0
402,57,15,Top-Left,Apple,5,2,1,7,8,0,0
402,58,15,Top-Right,Sun,6,3,2,4,6,1,0
402,59,15,Bottom-Left,HP,1,2,1,8,7,0,0
402,60,15,Bottom-Right,Sony,2,1,2,6,2,0,0
402,61,16,Top-Left,Gateway,8,2,1,4,3,1,1
402,62,16,Top-Right,IBM,3,1,2,1,5,0,0
402,63,16,Bottom-Left,Compaq,5,4,2,3,1,0,0
402,64,16,Bottom-Right,Dell,2,1,1,7,4,0,0
410,1,1,Top-Left,Sun,1,4,2,8,8,0,0
410,2,1,Top-Right,Apple,7,3,1,6,3,0,0
410,3,1,Bottom-Left,IBM,6,1,2,4,4,1,1
410,4,1,Bottom-Right,Compaq,8,3,2,2,7,0,0
410,5,2,Top-Left,Gateway,4,2,2,2,2,1,1
410,6,2,Top-Right,Sony,8,4,1,5,8,0,0
410,7,2,Bottom-Left,Sun,1,1,2,7,3,0,0
410,8,2,Bottom-Right,Dell,5,3,1,4,5,0,0
410,9,3,Top-Left,Dell,4,4,1,6,7,0,0
410,10,3,Top-Right,Sony,7,2,2,2,6,0,0
410,11,3,Bottom-Left,Apple,3,3,2,8,2,0,0
410,12,3,Bottom-Right,HP,8,1,1,2,5,1,1
410,13,4,Top-Left,Compaq,6,2,1,6,5,0,0
410,14,4,Top-Right,IBM,5,4,1,2,3,0,0
410,15,4,Bottom-Left,HP,7,3,2,7,1,1,1
410,16,4,Bottom-Right,Apple,2,1,1,4,7,0,0
410,17,5,Top-Left,Sony,6,1,1,8,3,0,0
410,18,5,Top-Right,Compaq,5,4,2,3,1,1,1
410,19,5,Bottom-Left,Dell,1,3,2,2,8,0,0
410,20,5,Bottom-Right,Gateway,8,2,1,1,1,0,0
410,21,6,Top-Left,IBM,1,4,2,4,2,0,0
410,22,6,Top-Right,Dell,8,4,2,8,6,1,0
410,23,6,Bottom-Left,Sun,4,2,1,3,4,0,0
410,24,6,Bottom-Right,Gateway,6,3,1,1,8,0,0
410,25,7,Top-Left,HP,2,4,2,1,3,0,0
410,26,7,Top-Right,Compaq,7,2,1,2,5,0,0
410,27,7,Bottom-Left,Sony,1,3,1,3,6,0,0
410,28,7,Bottom-Right,IBM,6,2,2,7,7,1,1
410,29,8,Top-Left,Dell,6,1,2,5,1,0,0
410,30,8,Top-Right,HP,5,2,2,6,6,1,0
410,31,8,Bottom-Left,Gateway,2,3,2,3,5,0,0
410,32,8,Bottom-Right,Compaq,1,4,1,1,4,0,0
410,33,9,Top-Left,Apple,1,2,2,5,5,0,0
410,34,9,Top-Right,Gateway,3,4,1,7,6,0,0
410,35,9,Bottom-Left,IBM,7,1,1,3,8,1,0
410,36,9,Bottom-Right,Sony,5,3,2,1,7,0,0
410,37,10,Top-Left,HP,4,1,2,4,8,1,0
410,38,10,Top-Right,Dell,8,3,2,1,2,0,0
410,39,10,Bottom-Left,IBM,2,2,1,5,6,0,0
410,40,10,Bottom-Right,Sun,7,4,1,8,5,0,0
410,41,11,Top-Left,Compaq,4,3,2,5,3,0,0
410,42,11,Top-Right,Sun,3,4,2,6,8,0,0
410,43,11,Bottom-Left,Gateway,5,1,2,8,4,0,0
410,44,11,Bottom-Right,HP,6,4,1,3,2,1,1
410,45,12,Top-Left,IBM,8,3,2,6,4,0,0
410,46,12,Top-Right,Gateway,7,4,2,5,7,1,1
410,47,12,Bottom-Left,Sony,3,2,1,2,1,0,0
410,48,12,Bottom-Right,Apple,4,1,1,1,6,0,0
410,49,13,Top-Left,Sun,5,1,1,5,2,0,0
410,50,13,Top-Right,Apple,6,4,2,2,4,0,0
410,51,13,Bottom-Left,Dell,3,2,2,3,3,1,0
410,52,13,Bottom-Right,IBM,4,3,1,8,1,0,0
410,53,14,Top-Left,Sony,4,4,2,7,5,0,0
410,54,14,Top-Right,HP,3,3,1,5,4,0,0
410,55,14,Bottom-Left,Compaq,2,2,2,8,8,1,1
410,56,14,Bottom-Right,Gateway,1,1,1,6,1,0,0
410,57,15,Top-Left,Apple,5,2,1,7,8,1,1
410,58,15,Top-Right,Sun,6,3,2,4,6,0,0
